NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20
10002837,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
10175185,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
10634114,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10795876,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
10820613,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
10389117,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
10820601,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0
10820567,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
10383774,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0
10398017,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
10015143,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0
10104952,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
10008699,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
10496787,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0
10428607,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
10234662,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
10386946,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
10386357,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
10187782,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
20171607,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
10499610,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0
10324021,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0
10776983,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
10512120,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0
10508374,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
10592171,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
10341962,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
20311970,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0
10345354,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
10532687,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
10621984,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
10496825,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0
20362381,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10598904,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
10599148,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0
10521966,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
10470791,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
10729213,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
10359931,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
10491272,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
10524183,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
10523568,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1
10302904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10491284,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
10231155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
10807160,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
10336783,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10336700,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
10376629,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10359935,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0
10342415,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
10549685,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
10810406,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1
10810401,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
10336693,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
10807115,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10231373,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0
10312331,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
10834083,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
10666016,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
10359943,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
10810404,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
10806633,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0
10364029,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1
10807133,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
10499293,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0
10189700,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0
10363998,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10663625,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
10665945,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10312484,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
10359945,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
10685285,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
10818025,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
10794750,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
10792745,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
10792723,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
10526520,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
10383580,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0
10383489,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
10526502,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10496799,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0
10167454,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
10383643,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
10526538,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
10383997,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10595953,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20175445,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1
10770572,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
10507172,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1
10305712,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10417553,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
10305749,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
10309836,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
10359951,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10682341,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
10309217,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
10312106,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
10312138,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
10527935,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1
10527948,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1
10527918,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0
10528031,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0
10104518,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1
10299503,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
10484667,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
10408637,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
10393149,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1
10797738,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
10496808,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1
10512275,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
10728257,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
10406937,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
10657430,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1
10406960,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10402412,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10401252,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1
10301360,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1
10601570,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
10500148,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
10682782,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
10391370,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0
10383775,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1
10464449,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
10391355,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
10462350,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
10753374,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1
10524789,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0
20380451,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
10626794,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0
10303621,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
10089014,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0
10611576,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1
10497576,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0
10478461,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10390246,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
10625384,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
10220829,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
10756441,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0
10668527,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
10424575,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
10460729,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10220804,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10688631,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
10099554,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0
20203199,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1
10500136,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
10688633,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10513373,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10634052,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
10409296,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
10409304,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
10850075,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
10460990,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1
11071536,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
10500112,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1
10204809,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
10472793,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0
10332874,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1
10176836,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0
10177511,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
10693077,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1
10176839,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10622271,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1
10682114,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
10654291,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10492539,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1
10321003,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0
10499763,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0
10481872,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0
10505691,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10395967,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0
10501614,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0
10357795,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10322579,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1
10279010,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
10325809,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10603955,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1
10325741,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
10493273,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
10622354,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
10352080,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
10486804,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
10677770,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
10344336,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10682931,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
10323087,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
10618772,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
10681413,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1
10479735,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
10421460,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
10797967,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
10402970,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1
10681417,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1
10421458,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
10402958,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
10402943,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0
10402951,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
10533564,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10421461,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
10500171,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
10207357,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10728286,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
10810124,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10507767,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1
10507755,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
10756001,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10320864,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1
10644120,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0
10801240,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
10514210,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
10341311,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
10398588,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0
10349385,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
10664883,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0
10666719,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10637315,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1
10657837,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
10008264,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
10500164,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
10525104,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
10398558,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
10744227,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1
10498549,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
10398618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
10744271,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10744318,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
10637369,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1
10465963,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1
10377670,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1
10310132,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
10625476,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
10536279,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
10607838,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
10417179,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
10133146,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
10489131,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1
10132932,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
10590988,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
10522740,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1
10156576,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10422845,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
10520152,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
10375049,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
10363525,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1
10167505,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
10967992,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10363832,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10522760,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0
10731429,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1
20368564,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
10426868,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
10616108,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
10167551,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1
10828621,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
10452802,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
10590983,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
10672313,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1
10727403,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1
10590992,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0
10522752,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0
10727470,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
10727320,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
10393361,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
10616121,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
10495363,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1
10363967,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
10677883,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1
10727521,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0
10364025,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1
10650978,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
