N°,NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18,G4-LEG19,G4-LEG20,G4-LEG21,G4-LEG22,G4-LEG23,G4-LEG24
47,19840698,A,C,A,A,C,B,B,B,B,A,C,B,B,A,A,A,C,B,A,A,A,A,B,C
48,19859433,C,C,B,C,C,C,A,B,C,B,C,C,C,C,A,C,A,C,A,B,C,C,C,B
49,3161573,A,C,B,D,C,C,D,C,A,A,A,C,C,A,B,B,D,A,B,C,A,D,A,C
50,10281126,B,A,A,A,C,A,D,D,A,A,B,C,A,C,D,D,D,A,A,A,A,D,A,C
51,19859317,A,D,B,D,C,C,D,C,A,A,B,C,A,C,D,D,D,C,B,A,A,D,A,C
52,19837890,D,B,B,D,C,C,D,A,A,A,B,C,D,B,D,A,D,A,B,A,B,D,A,C
53,4932573,B,A,B,D,C,C,D,C,A,A,B,C,A,C,A,D,D,A,B,A,B,D,A,C
54,3068822,A,B,B,D,B,C,D,B,A,A,B,C,A,C,D,D,D,A,B,A,A,C,A,C
55,19911008,A,A,B,D,B,C,D,D,A,A,A,C,B,C,C,D,B,A,B,A,B,D,A,C
56,19815593,B,C,B,D,C,C,D,B,A,A,A,C,D,A,D,A,D,C,B,B,C,D,A,C
58,19809368,B,C,B,D,B,C,D,D,A,A,A,C,B,A,D,D,D,C,B,A,C,D,A,C
59,3554672,B,B,A,A,B,C,D,C,A,A,A,C,A,B,C,A,D,D,B,A,B,D,A,B
60,4701351,A,D,C,A,B,A,A,A,D,B,C,D,D,A,D,C,C,D,D,A,C,B,A,A
61,20104832,B,D,B,D,C,C,D,C,A,A,A,C,C,A,A,D,B,A,B,A,B,D,A,C
62,19859352,B,A,B,D,C,C,D,C,A,A,B,C,A,D,D,D,D,A,B,A,B,D,A,C
63,5034004,A,A,B,D,C,C,D,D,A,A,B,C,A,D,C,D,B,A,B,A,B,D,A,C
64,19711000,B,B,C,D,A,A,D,C,D,D,A,D,C,C,C,A,D,C,C,A,D,A,C,A
66,19859453,B,A,C,B,D,C,C,C,A,C,D,D,A,A,A,C,C,D,A,C,C,A,A,C
67,10278994,B,D,D,A,A,C,A,A,B,D,D,C,C,B,D,D,A,C,A,D,A,B,A,A
68,3068748,B,D,B,C,C,C,D,C,A,A,B,C,D,C,A,D,D,D,B,C,B,D,A,C
69,6653329,C,C,C,A,C,C,A,C,B,D,C,A,D,B,D,D,C,C,C,D,C,D,B,B
70,6928865,C,A,B,A,B,A,D,A,A,C,B,A,A,B,D,A,A,D,B,A,B,D,A,C
71,19844937,B,C,C,C,D,C,C,C,C,B,C,D,B,B,D,A,D,D,D,C,B,B,A,A
72,6538598,B,C,B,B,B,C,C,C,D,C,C,C,B,C,B,C,B,D,A,B,B,B,C,B
73,19765444,B,A,B,A,C,A,A,C,D,A,A,A,C,C,C,D,C,D,A,C,C,C,B,C
74,3040483,A,B,D,D,C,C,D,C,B,A,B,D,A,C,D,D,B,A,B,B,B,B,A,A
75,19925779,D,D,B,D,C,A,D,B,D,D,B,C,A,B,C,B,B,A,C,D,A,C,D,A
76,5534389,B,B,B,B,A,C,D,D,A,A,A,C,A,C,D,B,D,C,B,A,B,D,A,C
78,19859990,A,B,B,D,C,C,D,C,A,A,B,C,A,C,B,D,B,A,B,B,B,D,A,C
79,20020760,B,B,A,D,A,B,A,B,B,A,A,C,A,A,C,B,B,C,D,D,B,A,B,A
80,5532069,B,B,C,B,D,C,A,B,B,A,B,A,C,B,A,C,C,B,B,A,C,B,A,B
82,3268622,A,B,D,C,B,A,A,D,D,D,B,C,C,D,D,B,A,A,D,B,C,D,B,A
83,3268639,A,D,B,B,B,C,D,D,A,A,B,C,C,D,A,B,B,B,B,B,B,C,C,C
84,19981448,B,A,A,A,B,A,B,D,A,A,A,A,A,C,B,B,B,B,B,A,B,A,B,A
85,3169920,A,C,B,D,A,B,B,B,A,C,C,A,D,B,A,B,B,C,C,C,C,B,A,A
86,19871427,A,B,B,D,A,C,D,D,D,C,D,C,A,D,D,C,C,C,D,B,A,B,A,A
87,3169810,A,B,A,A,B,B,B,D,D,B,B,C,D,A,D,D,D,C,A,C,D,A,D,B
88,19883256,B,B,B,A,B,C,D,B,A,A,B,A,D,B,D,D,B,A,B,A,B,D,A,C
89,19883257,A,B,B,D,C,C,D,C,A,B,B,C,A,C,D,D,D,A,B,B,B,A,A,B
90,3008381,C,A,D,D,A,B,A,A,C,C,B,D,B,D,A,C,A,D,A,D,B,B,A,C
91,19855643,A,A,A,A,D,C,B,B,A,D,A,A,C,B,D,B,D,A,A,D,B,B,B,C
92,6535885,C,D,B,D,A,B,A,A,B,C,D,D,C,B,B,B,A,D,B,A,C,D,A,A
93,20152845,B,D,B,D,C,C,D,B,A,A,B,C,A,B,D,D,D,A,B,C,B,D,A,C
94,19747812,C,B,B,A,B,B,D,A,A,A,B,C,A,A,A,B,D,A,A,B,A,D,B,C
95,19925576,C,D,B,A,D,C,D,C,C,D,B,A,C,B,A,B,A,D,C,D,B,A,D,C
96,19877626,B,A,C,A,A,B,B,C,B,B,C,B,B,B,B,C,A,C,B,D,B,D,C,D
97,19755692,C,C,B,D,B,C,D,B,A,A,B,C,A,C,C,D,B,A,B,B,B,D,A,C
98,20136408,B,A,B,D,B,A,D,C,C,A,A,A,A,C,D,B,D,A,B,A,C,C,C,C
99,19927749,B,B,B,A,C,C,D,C,A,A,A,C,C,C,A,A,A,A,C,A,B,D,C,C
100,19831610,B,D,A,B,B,A,A,A,B,A,B,C,A,A,A,A,A,A,A,D,A,C,A,A
101,19837593,A,A,B,C,C,D,C,D,A,B,A,A,C,C,B,B,C,A,D,A,B,B,C,D
102,19964223,D,B,B,D,D,A,D,A,C,A,B,A,A,B,A,B,C,A,C,A,C,B,C,D
104,5060297,D,B,B,D,C,C,D,C,A,A,B,C,A,D,D,D,D,A,B,A,B,D,A,C
105,7118933,B,B,C,C,B,B,A,A,B,C,C,C,C,B,A,A,D,C,B,A,C,B,B,D
107,19920582,B,C,A,B,B,B,D,A,B,B,D,C,C,B,B,B,D,C,A,D,D,C,C,B
108,19925243,D,C,C,D,B,C,D,C,C,A,D,B,C,C,B,C,B,C,C,B,C,A,B,D
109,20113598,D,A,D,C,C,D,D,C,C,D,B,D,A,A,D,D,B,A,B,A,B,D,A,C
110,19764479,C,B,B,D,A,B,D,C,A,B,B,C,C,B,B,C,A,C,C,D,A,D,A,B
111,19899255,C,B,C,B,B,B,A,B,A,B,B,C,B,C,C,B,B,B,C,A,B,C,A,C
112,5064524,D,C,A,C,B,C,A,C,C,D,D,A,B,D,D,C,B,A,B,A,C,A,A,B
113,20156715,D,A,B,D,C,C,D,C,D,A,B,C,A,C,D,D,B,A,B,C,B,A,A,C
114,7362141,B,C,C,A,C,D,D,B,B,D,C,B,D,B,A,B,B,A,B,A,A,C,A,A
115,10321443,C,C,D,D,A,D,D,A,D,C,C,B,A,C,B,D,C,D,C,A,C,D,B,B
116,19986122,A,C,C,A,B,B,B,C,A,A,B,B,D,C,C,B,B,C,A,D,B,C,A,A
117,19854275,A,D,C,B,C,A,D,A,A,A,A,A,D,A,A,C,A,A,C,B,A,B,A,A
118,19810665,B,A,B,A,D,B,A,B,D,D,D,B,A,A,B,B,B,D,B,A,B,C,A,A
119,5820742,A,B,B,D,C,B,D,C,C,A,A,C,A,B,A,B,A,C,B,B,A,A,A,C
120,19755807,C,D,B,C,B,C,D,B,A,A,B,C,A,D,A,D,C,C,B,D,A,A,A,D
122,2693641,C,B,C,B,A,A,D,C,B,C,B,B,B,B,C,B,A,A,B,B,A,B,A,B
123,3070980,D,C,B,D,B,C,,,,,,,,,,,,,,,,,,
126,20065151,A,C,C,C,B,A,A,A,B,C,B,C,B,A,C,B,C,C,B,B,A,B,B,D
127,19918153,B,C,B,C,C,A,B,B,B,B,B,B,B,A,A,B,D,D,A,A,B,C,B,B
128,5820602,B,B,B,D,B,C,D,D,A,A,B,C,C,B,D,D,D,A,B,A,B,D,A,C
129,19829949,B,A,A,A,D,C,D,D,A,A,A,B,A,C,C,B,D,A,C,C,B,D,A,C
131,2201927,D,A,A,D,A,C,D,C,C,D,B,B,A,B,A,D,D,D,B,C,A,C,C,A
132,2557735,B,A,B,D,C,C,A,C,B,B,A,D,A,C,A,A,D,D,B,A,B,D,D,C
134,408916,B,B,B,A,D,B,C,B,A,D,D,D,,A,A,D,,D,,,,,,
135,19876744,A,A,A,D,C,C,D,B,D,A,C,D,A,C,C,D,D,A,A,B,D,D,B,B
136,19827169,D,C,D,D,C,C,B,B,D,D,B,B,B,B,B,B,B,C,B,D,A,C,C,D
137,19953586,D,C,B,C,B,B,B,B,C,C,D,B,C,A,C,C,D,B,B,C,C,A,C,C
138,5787035,C,B,B,D,D,A,C,C,C,A,B,A,C,D,C,B,B,C,A,C,B,B,A,B
139,19877863,D,B,B,D,B,C,D,C,C,A,B,C,C,B,A,C,C,C,C,B,A,B,B,C
140,6135054,A,C,B,D,B,C,B,B,C,A,B,B,A,B,A,C,B,A,B,B,A,A,A,B
141,19871675,A,A,C,B,A,A,B,C,B,C,C,B,C,B,B,A,C,D,A,D,A,C,C,A
142,20329630,D,D,A,A,C,A,D,C,B,C,D,D,C,A,D,A,C,A,A,C,A,B,B,A
143,19726810,B,C,A,A,D,C,A,C,C,A,B,B,C,B,C,B,B,C,C,C,A,D,C,A
144,4836501,D,B,B,D,B,C,D,C,A,A,B,C,A,D,D,D,D,A,B,A,B,D,A,C
145,2677180,B,A,B,B,B,C,D,D,A,A,B,C,C,C,D,B,D,B,B,B,C,D,B,C
146,6410818,C,A,C,A,B,D,D,D,C,A,C,C,C,B,C,A,C,B,D,B,A,C,B,D
147,3195250,A,C,D,C,C,D,C,A,B,A,B,B,C,B,D,B,A,D,C,A,C,D,C,B
148,6410788,B,A,D,D,C,C,D,C,A,A,B,D,C,B,A,C,A,A,C,C,C,C,A,B
149,19772012,A,C,B,C,D,C,B,C,B,C,C,A,D,B,C,B,B,C,B,D,B,A,A,C
150,19847772,A,A,C,D,A,A,C,A,D,A,B,A,D,A,A,B,B,C,A,D,A,C,D,B
151,20165650,B,B,D,B,C,D,D,C,A,D,A,B,B,C,D,C,A,B,B,D,A,D,C,D
152,5581061,B,C,B,C,B,B,B,C,C,B,B,B,B,B,C,B,C,C,C,B,C,B,C,C
153,4659000,A,D,A,A,C,A,,,,,,,,,,,,,,,,,,
154,19717229,A,B,B,A,D,B,D,C,C,B,C,C,B,A,B,B,C,A,C,D,B,D,D,B
155,19935791,C,D,B,C,C,C,D,C,A,A,C,B,A,D,C,B,D,B,C,A,A,C,D,B
156,19935343,A,C,C,A,C,D,A,A,B,D,A,D,B,A,A,B,A,A,A,D,C,A,D,A
157,19936774,,,D,,,D,,,,,,,,,,,,,,,,,,
158,19753684,A,B,A,A,C,A,B,D,D,A,B,C,C,B,D,D,A,C,D,C,C,A,D,A
159,19937413,A,C,B,D,B,C,D,A,A,A,B,C,A,D,D,D,B,A,B,A,B,D,A,C
160,6535849,B,A,A,D,D,A,D,A,A,A,A,D,A,C,A,B,B,B,A,A,A,B,B,C
161,6535853,B,C,B,A,A,C,C,B,B,B,B,D,B,B,A,B,B,B,D,D,B,B,C,A
162,4654975,B,D,C,B,D,B,C,D,B,A,D,A,C,B,A,B,A,C,D,B,A,B,B,A
163,2674486,B,C,D,A,B,C,D,D,A,A,D,D,A,A,A,C,D,B,B,C,A,D,C,A
165,19775889,A,C,D,C,B,C,B,B,C,C,B,C,B,A,A,C,B,C,B,B,C,B,B,D
166,3635144,B,B,B,C,C,D,C,A,C,A,A,B,A,B,C,A,A,C,A,C,B,B,B,C
168,19966516,C,A,C,B,B,D,B,A,C,D,D,A,A,C,B,B,C,A,D,D,D,D,A,D
169,19986898,C,C,B,B,C,C,D,C,B,A,C,C,B,A,A,D,A,A,A,C,A,B,B,A
171,19966535,A,B,D,B,C,C,A,A,B,B,C,A,C,C,C,A,C,A,A,B,C,A,A,D
172,19938255,A,A,D,D,C,B,D,C,B,A,B,A,A,C,D,B,D,D,B,B,A,A,D,B
173,7363555,B,A,B,A,C,C,D,C,A,A,A,C,C,D,D,D,C,C,B,A,B,D,A,C
174,19938739,B,D,B,A,D,C,D,C,A,A,D,A,D,C,A,C,A,A,A,D,A,C,B,B
175,20027984,B,B,C,A,D,B,A,B,C,A,B,C,C,C,A,B,C,B,A,C,A,A,A,C
176,19934729,B,C,B,C,B,C,D,C,A,A,C,C,C,B,D,C,D,A,B,D,B,D,C,C
177,10989377,B,C,C,B,A,D,D,C,A,C,B,B,C,B,C,C,A,B,B,B,B,A,D,D
181,4467659,A,B,B,C,B,D,C,D,A,D,D,A,C,B,B,D,C,C,C,B,A,D,A,C
183,5874638,B,A,B,A,C,B,D,D,B,C,B,D,D,C,A,C,D,B,C,D,A,C,B,A
184,10002027,B,B,B,D,A,D,D,D,C,A,D,C,C,C,C,B,B,C,D,C,A,B,C,D
185,10335456,B,C,D,D,D,B,B,C,A,A,C,B,A,C,C,C,D,C,B,B,B,B,C,D
186,20008973,D,C,C,D,D,C,D,B,D,C,C,A,B,A,C,C,D,C,A,D,C,C,D,C
187,10184232,B,A,A,C,B,C,C,A,C,B,B,C,A,D,D,D,C,A,D,D,B,C,C,D
188,10424882,B,C,C,C,C,B,C,C,B,B,B,D,C,D,C,B,A,C,D,B,B,C,B,C
190,20272168,A,A,A,B,B,C,D,B,B,A,A,B,C,A,C,C,B,C,D,B,C,A,C,C
191,5615838,C,B,C,A,D,B,A,B,C,C,D,A,D,C,D,C,B,D,C,C,A,B,A,D
193,20258459,D,C,C,D,B,C,B,B,D,B,C,B,A,C,D,C,D,C,D,D,C,C,D,A
194,19875244,B,B,D,A,C,B,D,B,A,C,A,B,A,A,C,B,C,B,A,B,A,B,B,A
195,10273556,B,C,B,D,A,C,C,A,C,C,C,B,C,C,A,D,C,A,C,B,A,A,C,B
196,10273541,B,A,C,D,D,B,D,D,A,C,D,D,A,C,A,A,A,A,C,D,A,C,A,A
197,10273544,A,C,A,A,B,A,A,A,B,A,A,A,A,B,A,B,B,A,B,D,C,B,A,A
198,19848352,C,A,A,A,D,A,C,D,B,B,B,A,D,B,B,A,C,C,A,A,B,A,A,A
199,20046034,C,A,B,B,B,C,B,A,A,A,A,A,B,C,B,B,A,D,A,C,C,C,B,D
200,20080471,B,A,B,C,C,C,B,C,B,A,C,C,B,C,B,C,C,A,B,C,D,B,B,C
202,10191969,D,B,A,A,B,C,B,B,C,D,A,D,C,C,B,B,B,A,D,B,A,A,A,A
203,4520050,A,D,B,A,C,C,D,C,A,D,B,D,A,C,B,D,B,A,A,A,B,A,D,A
204,6761245,C,D,A,D,D,C,B,B,A,D,D,B,D,D,A,D,B,C,B,C,A,C,A,D
205,10184366,A,B,B,D,B,B,D,A,A,A,B,A,A,C,A,D,B,B,A,C,B,D,B,B
206,4517805,B,B,B,D,B,C,D,A,A,A,A,C,C,C,B,D,B,A,B,A,B,D,B,C
207,10192291,A,A,A,A,A,A,D,D,A,C,A,C,D,D,B,B,A,D,D,D,A,D,A,D
208,6135360,B,C,A,B,C,C,B,C,C,C,B,C,C,D,C,C,A,C,B,A,A,C,A,B
209,19858241,B,A,B,B,A,B,A,,B,C,B,,,,,,,,,,,,,
210,5027378,C,D,A,B,A,C,C,B,A,D,D,B,D,A,B,C,C,A,D,A,A,C,C,C
211,3874721,A,D,A,A,D,C,D,B,D,D,A,C,B,B,C,B,D,C,B,B,D,C,B,C
212,20257607,C,A,B,B,C,D,A,B,B,A,D,C,A,B,D,D,C,A,B,C,B,D,A,A
213,3376730,D,D,B,D,A,D,B,B,B,C,D,D,A,C,D,A,C,D,C,C,D,D,A,D
215,3556731,B,B,B,A,C,C,A,A,B,D,D,C,C,C,D,C,A,D,B,D,D,B,C,B
219,19781626,B,C,A,C,C,C,D,C,A,A,B,C,B,C,B,B,D,A,B,A,A,D,A,C
220,20003645,B,A,B,C,D,A,A,D,B,A,D,C,B,B,B,A,C,D,D,A,C,D,C,B
221,19934674,A,A,A,A,A,A,A,A,A,A,A,B,D,A,A,A,A,A,A,A,A,A,A,A
222,19941103,B,B,B,D,B,C,D,A,A,A,B,C,A,A,D,D,D,A,B,B,B,D,A,C
223,19941120,A,A,B,D,B,C,D,D,A,A,B,A,A,C,C,D,B,A,B,D,B,D,A,C
225,5069943,A,A,B,D,B,C,C,D,B,A,B,D,C,A,C,B,A,B,B,A,D,C,A,C
226,19809416,C,A,B,D,C,C,A,B,C,D,C,B,B,C,B,C,B,D,B,B,B,D,C,B
227,5060137,B,B,B,D,A,A,C,B,A,B,A,C,C,B,A,B,B,C,A,B,A,B,C,C
228,6177583,A,D,C,B,C,B,A,B,A,B,C,B,C,B,C,B,B,A,C,A,B,B,A,C
229,19847374,D,A,C,B,C,C,D,C,D,B,A,B,A,A,B,A,C,A,C,D,D,D,D,B
230,19847477,C,C,A,B,A,A,D,C,B,A,A,A,C,B,C,B,C,D,C,D,D,C,C,C
231,6109763,D,D,A,C,D,C,C,C,D,C,D,A,D,A,C,D,C,B,B,C,A,D,D,C
232,3009515,C,C,B,B,D,B,D,D,C,A,B,A,D,B,B,B,C,C,B,B,A,C,C,B
233,10265923,C,B,A,A,C,D,A,A,A,C,D,D,D,C,B,B,C,C,B,A,B,A,A,D
234,19842500,A,C,B,C,B,C,B,A,A,C,A,A,B,C,A,C,A,B,C,C,B,C,C,B
235,4958347,A,A,B,D,B,C,A,B,A,A,A,C,B,A,D,C,A,A,A,C,C,B,B,C
236,19940749,A,A,B,D,C,B,D,C,A,A,A,A,A,A,A,D,A,B,B,B,A,B,A,A
237,20135934,A,B,C,C,B,C,C,B,C,B,C,B,C,C,B,A,C,A,A,D,C,C,B,C
238,4701710,D,D,C,B,C,A,A,C,D,C,A,D,A,B,A,D,A,D,D,C,A,D,A,D
239,19886567,B,B,A,B,A,A,B,A,B,A,B,C,C,B,A,A,A,C,B,B,C,A,B,D
241,5717807,B,C,B,D,C,C,D,C,C,A,B,C,C,C,B,B,D,A,B,B,B,D,A,C
242,19992338,D,C,C,C,B,C,D,C,A,A,A,A,B,A,B,C,A,A,A,D,A,D,D,A
243,19964021,B,A,D,B,B,D,A,C,A,C,C,B,D,B,A,B,C,A,D,D,D,D,A,A
245,3562935,B,A,B,C,C,C,A,A,C,C,D,C,C,A,A,A,C,B,B,B,B,C,C,D
247,20007833,B,B,B,D,D,A,B,C,C,D,D,D,C,C,D,C,C,D,C,B,C,D,D,C
248,19885636,C,C,B,B,C,A,B,B,B,C,A,D,A,B,A,B,D,D,B,B,A,B,A,D
249,4842387,A,A,C,B,A,B,C,A,D,B,B,B,C,B,A,C,B,A,A,B,A,B,A,C
250,4518774,B,A,D,A,A,B,C,A,A,C,C,B,B,D,C,C,B,B,C,A,C,B,C,C
252,3852461,C,B,A,B,B,D,C,C,C,C,C,C,C,B,C,C,C,C,D,C,C,B,C,D
253,3101925,A,B,B,C,D,C,A,A,C,B,B,B,C,C,A,C,B,D,B,A,A,C,D,C
254,20163200,A,D,B,B,D,B,D,B,C,A,B,A,C,D,D,D,B,A,B,B,B,D,A,A
256,19765967,B,D,B,A,A,C,A,C,C,A,A,A,A,B,D,A,C,C,C,D,C,C,B,C
257,6014363,B,A,C,A,A,B,C,B,A,C,C,C,B,C,A,B,A,C,C,B,C,B,D,C
258,5102993,B,B,B,D,C,C,D,B,A,A,C,A,A,B,D,D,D,A,A,C,A,C,C,C
259,19921193,B,C,D,C,A,A,C,C,D,C,A,B,B,D,A,C,B,D,C,B,A,D,A,C
260,20109091,B,B,C,D,C,A,D,C,A,A,B,A,A,D,A,B,B,C,A,C,D,B,C,A
262,5453865,A,A,C,B,A,C,B,A,B,A,A,B,A,B,D,C,A,B,B,D,B,A,D,C
264,6536628,C,D,B,A,A,C,C,B,A,C,B,D,B,B,B,C,C,B,B,B,B,C,B,B
265,4237074,B,A,B,B,C,C,D,D,A,A,B,C,A,A,A,C,D,C,B,B,A,D,A,C
266,19882882,A,B,B,D,B,C,D,D,A,A,B,C,D,C,D,D,B,A,B,A,B,D,A,C
268,5683174,C,A,A,D,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,C,A,B
269,2787946,B,C,C,D,B,A,D,A,A,D,C,A,A,C,D,C,D,A,C,A,A,A,B,A
270,4601793,B,C,B,B,B,B,A,B,B,A,C,C,C,A,B,B,C,B,D,B,B,B,B,B
271,2887847,A,B,C,C,B,B,A,B,C,C,C,B,D,B,B,C,C,D,B,C,D,B,B,C
272,3251380,A,D,A,B,B,D,A,C,D,D,C,D,C,A,D,A,C,A,A,A,C,A,B,D
273,4139529,B,B,B,C,C,A,B,B,C,B,A,B,C,C,C,D,D,D,A,C,B,B,D,D
274,2686500,D,C,A,D,C,A,A,B,C,D,B,C,A,C,A,D,D,C,A,D,A,B,A,A
276,3251182,B,C,B,A,C,B,A,A,C,B,B,B,C,B,C,C,B,A,C,B,C,B,B,D
277,10962419,A,A,B,D,B,C,C,C,B,A,C,A,C,B,D,C,A,A,A,A,A,B,C,C
279,10439322,D,A,B,D,D,A,D,C,A,A,B,C,A,B,D,D,D,A,B,A,A,D,A,C
280,5135935,B,D,C,D,D,C,D,B,B,A,D,B,C,C,B,C,D,C,B,D,A,B,C,B
281,6438159,B,B,C,A,B,C,B,C,A,B,D,D,B,B,A,B,D,D,D,D,B,A,B,D
282,5004235,A,D,A,D,B,D,C,B,C,D,C,C,D,D,C,D,C,A,D,B,A,C,C,D
283,19703826,B,B,A,B,C,B,A,B,A,C,A,C,C,B,B,C,A,B,D,B,B,A,A,B
284,6471778,B,B,C,B,A,B,D,A,C,B,A,D,B,C,A,B,D,B,B,A,A,C,C,D
285,20098498,B,A,A,C,B,B,A,C,D,B,A,A,D,A,B,C,C,A,A,D,C,D,B,D
286,19932807,A,C,B,D,C,C,D,C,B,B,C,A,D,C,C,C,B,B,C,C,C,D,B,C
287,4839671,C,A,B,C,B,C,D,C,A,A,C,C,C,D,C,D,D,B,B,A,B,D,A,C
288,3635481,A,B,A,A,C,D,B,C,D,B,A,A,B,B,A,B,C,B,A,B,C,A,B,B
289,19872853,B,D,B,B,C,A,A,B,C,A,D,B,C,C,C,D,A,D,B,D,D,B,C,A
