N°,NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18,G4-LEG19,G4-LEG20,G4-LEG21,G4-LEG22,G4-LEG23,G4-LEG24
87,10595694,B,A,B,B,B,A,C,B,A,A,A,C,B,A,A,C,C,B,B,C,C,C,A,B
88,10228754,B,A,C,B,B,A,C,B,A,A,B,C,A,A,B,A,B,B,B,A,C,B,A,B
89,10410806,B,A,B,B,B,C,C,B,B,B,A,A,B,A,A,B,B,C,B,B,B,B,C,B
90,10144872,B,A,C,A,B,A,C,B,A,A,A,C,B,A,C,B,C,B,B,C,C,B,A,B
91,10483035,A,A,C,A,C,A,C,C,B,A,B,C,B,A,A,C,B,B,B,C,C,C,A,B
92,10648241,A,A,C,B,C,B,B,C,B,C,A,C,A,C,B,C,B,A,C,C,A,A,C,B
93,10302608,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,C,A,A,B,A,A,C
94,10303591,A,B,C,A,A,B,B,B,A,A,B,C,A,B,C,B,B,C,A,B,A,A,L,A
95,10343622,B,B,A,A,A,B,A,B,B,A,C,A,C,B,C,B,A,C,B,B,B,C,A,A
96,10355113,A,B,B,A,C,B,A,B,B,B,C,B,C,C,B,B,B,B,B,B,B,B,L,A
97,10504494,B,A,C,C,B,A,B,B,B,C,B,B,B,B,A,B,A,A,A,B,A,C,A,B
98,20393799,A,C,C,C,A,A,A,B,A,A,C,A,A,B,C,A,B,B,B,C,C,B,A,B
99,10636012,C,A,A,B,C,B,A,A,B,C,B,B,C,C,C,A,B,B,A,A,C,B,A,C
100,10657755,B,B,B,C,B,B,B,B,B,B,B,B,A,A,B,C,A,B,A,C,B,A,C,C
101,10528715,A,A,A,A,B,A,C,A,A,A,A,A,B,A,A,A,B,B,B,A,A,A,A,A
102,10075290,B,B,B,B,B,B,B,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B,L,B
103,10583484,A,C,C,B,A,B,B,A,A,B,A,A,B,B,B,B,B,B,B,A,B,B,L,B
104,10320347,B,C,C,C,A,C,A,A,B,A,C,B,A,C,B,A,C,C,C,A,B,A,C,B
105,10281423,A,A,A,A,A,A,A,A,A,B,C,C,A,A,A,A,A,A,A,A,A,A,A,A
106,10421929,B,B,C,A,B,B,A,B,C,B,C,C,C,C,C,B,A,C,A,B,C,B,C,B
107,10595943,B,A,C,A,B,C,C,C,B,B,A,A,C,C,B,C,C,A,B,B,B,A,L,C
108,10358695,B,B,A,B,B,C,C,A,C,B,A,C,A,C,C,B,A,C,A,A,A,A,A,B
109,10520932,B,A,C,A,B,A,C,B,A,B,B,C,B,A,C,C,B,B,C,A,A,C,A,B
110,20214067,B,A,C,A,B,A,B,C,A,B,A,C,B,A,A,C,B,B,B,A,A,C,A,B
111,10291147,B,C,B,B,C,B,C,C,A,A,B,C,B,A,A,C,B,C,B,B,B,C,A,A
112,10132252,A,A,A,B,A,A,A,B,A,A,A,A,B,A,B,A,A,A,B,A,B,A,A,A
113,10636468,B,A,C,A,C,B,B,A,C,B,C,B,A,C,B,A,C,C,A,C,B,A,C,B
114,10415804,B,C,B,B,A,A,C,B,C,B,A,A,B,B,C,C,B,A,B,A,B,C,C,A
115,10380906,B,C,A,B,B,C,A,B,B,C,B,C,C,B,A,B,A,C,C,A,C,B,C,A
116,10121029,A,C,A,A,B,B,C,B,B,C,A,A,C,A,B,C,B,C,A,B,A,C,C,C
117,10504779,B,A,C,B,A,C,A,B,A,A,A,A,C,B,B,A,B,C,A,A,C,A,A,B
118,10383528,B,B,A,B,B,A,C,B,A,C,A,B,A,C,A,C,C,A,C,C,C,A,L,A
119,10175563,B,C,B,B,B,B,C,B,B,B,C,B,B,B,C,C,C,C,B,C,C,C,L,B
120,10406602,B,B,C,A,B,B,C,B,A,A,B,B,A,B,B,B,B,B,B,C,C,C,L,B
121,10419903,B,C,C,A,B,A,C,B,C,A,C,A,A,B,A,C,C,C,B,A,A,C,A,C
122,10327316,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
123,10116371,B,A,B,B,B,B,A,B,C,B,B,C,B,B,C,B,C,B,B,B,C,B,C,B
124,20378025,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
125,10673010,B,A,A,A,B,B,C,A,A,B,A,C,B,B,A,C,B,B,A,B,A,A,C,B
126,10673033,B,C,A,C,A,B,B,C,A,C,A,A,C,A,A,A,B,B,C,B,B,B,L,A
127,10406623,B,A,C,A,B,A,C,B,A,C,A,C,B,C,C,A,B,A,B,A,B,A,L,A
128,20375342,C,B,A,A,B,A,C,A,B,B,A,B,B,C,A,C,B,A,A,B,B,B,C,B
129,10424646,B,A,B,A,B,B,C,B,C,A,A,C,B,A,A,C,A,A,B,C,C,C,A,B
130,20377611,B,A,C,A,B,A,B,B,A,B,A,C,B,A,C,C,B,B,B,C,C,B,A,B
131,10114967,B,A,A,B,B,C,B,A,C,A,B,C,C,B,B,A,B,B,C,B,B,C,C,C
132,10285166,B,A,C,B,B,B,B,B,B,B,A,C,A,A,B,C,C,B,B,C,C,C,A,A
133,10673335,B,A,B,C,B,A,C,B,B,A,B,B,B,A,C,C,B,B,B,A,C,A,A,B
134,10418823,B,B,B,B,B,A,A,A,B,B,B,B,B,B,B,C,B,B,B,B,B,A,L,B
135,10640592,A,A,A,B,B,B,B,C,A,B,C,A,B,B,C,A,A,B,A,C,A,A,L,C
136,10293342,B,C,C,C,A,A,B,C,C,B,A,C,B,B,C,B,B,B,A,C,C,B,C,A
137,20248886,C,B,B,C,B,A,A,C,C,A,B,C,A,B,C,B,C,C,A,A,B,C,A,B
138,10296976,B,A,C,A,B,A,C,B,A,C,A,A,B,A,C,C,B,B,C,C,C,A,A,B
139,10416056,B,C,B,B,A,C,B,B,A,A,A,A,A,C,A,B,B,C,C,A,B,C,A,C
140,10098488,B,C,A,A,A,A,C,B,A,A,A,A,C,A,C,A,B,B,B,B,C,A,A,A
141,10393934,B,C,B,B,B,A,C,C,A,B,A,C,B,A,A,A,B,A,C,C,C,C,A,B
142,10493973,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A
143,10179748,B,A,B,A,B,B,B,A,A,B,A,C,A,C,B,A,B,B,A,A,A,B,A,C
144,10166733,B,A,C,A,B,A,C,A,B,B,A,C,B,A,C,C,B,B,B,C,A,C,A,B
145,10166470,B,A,C,A,B,A,C,B,A,A,A,C,B,A,C,A,C,A,B,C,A,C,A,B
146,10166542,B,A,B,A,B,A,B,A,B,A,A,A,A,C,B,A,A,A,C,A,B,A,L,B
147,10049741,A,A,C,A,B,A,C,B,A,B,B,B,C,B,B,C,A,C,B,B,B,B,A,B
148,10177674,B,A,A,C,C,A,C,B,A,B,A,C,B,A,A,C,B,B,B,B,B,C,A,B
149,10672818,B,C,B,B,C,B,A,B,B,B,B,A,B,A,C,C,B,B,B,A,C,A,L,B
150,10648633,C,C,A,A,C,B,B,B,C,A,B,C,B,A,C,B,B,B,B,B,B,B,L,C
151,10016033,C,B,A,B,C,A,A,C,A,B,A,C,C,C,C,A,C,A,B,C,A,B,C,C
152,10425299,B,A,C,B,B,A,C,B,A,B,A,C,B,B,C,C,B,B,C,B,C,A,C,B
153,10423867,A,C,C,B,B,B,C,B,A,B,B,C,A,B,B,C,A,C,B,B,C,C,L,B
154,10406153,B,A,C,C,B,A,C,B,A,B,C,B,B,A,A,C,B,B,B,C,C,C,A,B
155,10341613,B,A,C,A,B,A,C,B,B,C,A,A,B,A,C,C,B,B,B,C,C,C,A,B
156,20168454,C,C,B,C,A,B,B,A,B,A,B,C,B,C,B,C,C,A,B,B,A,B,C,A
157,10281774,B,A,C,A,B,A,C,B,A,B,A,C,B,A,C,C,B,B,B,C,C,C,A,B
158,10496607,A,C,C,C,B,B,C,A,C,A,A,C,B,A,C,B,B,B,B,C,C,C,A,B
159,10329917,C,C,B,B,C,C,B,C,A,C,B,C,B,B,C,C,C,C,B,A,B,C,C,B
160,20125108,B,A,C,A,A,C,C,A,B,B,B,B,B,A,A,B,A,A,B,A,B,A,L,A
161,10477313,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A
162,10589970,A,A,A,A,A,B,A,B,A,C,C,A,B,A,A,B,A,C,A,A,A,A,A,A
163,10591096,A,A,C,C,B,B,C,B,B,A,A,B,B,A,C,C,B,A,A,C,B,B,L,A
164,10322722,B,A,A,A,C,A,B,B,A,B,B,A,B,C,C,A,B,C,A,A,C,B,L,B
165,10503523,A,B,B,B,B,C,C,B,C,A,B,A,C,C,B,B,C,B,A,B,C,A,L,B
166,10019705,C,B,B,B,B,B,B,A,B,B,B,C,A,B,A,A,B,B,B,C,C,B,L,B
167,10681750,B,A,C,B,B,A,B,B,A,B,C,A,A,A,C,A,A,B,A,A,B,C,A,B
168,20347780,B,A,C,A,B,C,C,A,A,B,C,C,A,B,C,C,A,A,B,C,A,A,C,B
169,10125847,A,B,B,C,C,C,C,B,A,A,B,C,A,A,B,B,B,C,A,A,A,C,L,C
170,10499062,B,A,A,B,A,A,B,B,B,A,B,A,B,B,B,A,B,B,A,B,A,A,L,A
171,10693578,B,B,C,A,B,A,B,B,A,A,A,A,B,B,C,C,B,A,A,B,A,A,A,A
172,10398656,A,A,B,A,B,C,B,A,A,A,A,A,A,C,A,A,B,B,A,B,A,A,L,A
173,10488081,A,B,B,B,B,B,C,B,A,B,B,B,A,A,A,B,B,B,A,B,C,B,A,B
174,10059486,A,B,B,A,B,C,B,B,A,B,A,C,B,B,B,A,C,C,B,B,B,C,C,C
175,10083591,B,A,B,A,B,A,C,A,B,B,A,C,B,B,C,C,C,B,B,C,C,C,A,B
176,10463777,C,C,A,C,A,B,A,B,A,B,A,A,B,A,A,A,C,C,C,C,A,A,C,A
177,10339996,B,A,C,B,C,B,C,C,A,A,B,A,B,A,B,A,A,A,A,A,C,A,A,A
178,10086611,B,A,A,A,B,B,B,C,C,B,A,C,A,C,C,A,B,C,B,A,B,A,A,A
179,20382559,,C,,,,A,,,,,,,,,,,,,,,,,,
180,10011872,B,A,A,C,C,B,C,B,C,B,A,C,A,A,C,A,C,C,B,A,A,B,C,A
181,10067641,A,B,C,C,A,B,B,A,A,B,B,B,B,B,A,B,A,A,A,A,A,A,C,A
182,10121550,A,B,B,C,A,C,A,A,A,C,B,C,B,A,C,C,A,B,A,C,C,A,A,B
183,10351817,C,B,B,B,B,A,B,B,B,A,B,B,B,B,B,C,B,B,A,B,B,B,L,B
184,10511291,A,C,B,C,A,C,B,B,C,B,A,C,C,B,A,A,B,C,B,B,C,A,C,B
186,10314289,B,C,A,A,B,A,A,A,A,A,A,A,B,A,B,A,B,B,B,A,A,C,A,B
187,19967226,B,A,C,A,B,A,C,A,A,C,B,A,C,C,C,C,A,B,B,C,C,C,A,B
188,10363734,B,A,C,A,B,A,C,B,A,B,A,C,C,A,C,C,A,B,A,A,C,C,A,B
189,20375134,B,A,B,C,A,A,C,B,B,A,B,B,B,A,C,A,A,A,A,A,A,A,C,A
190,10314157,B,A,C,A,B,A,C,B,A,A,A,C,B,A,A,C,B,B,B,C,C,B,A,B
191,10092617,B,A,C,C,B,A,C,A,A,B,A,A,C,A,C,C,A,B,C,A,C,A,A,B
192,20300168,B,A,C,A,B,A,C,B,A,B,A,C,B,A,C,C,C,B,C,C,C,C,A,B
193,10152317,B,A,B,A,A,B,B,A,C,B,B,C,C,A,C,B,C,C,B,B,C,B,L,C
194,10060971,B,A,C,A,B,A,B,A,A,B,B,C,B,A,C,C,A,B,B,A,C,C,A,B
195,10424611,B,A,A,B,B,A,C,B,A,B,C,B,A,C,B,A,C,C,B,C,B,C,A,A
196,10475676,A,A,A,A,A,A,C,B,C,B,B,B,C,A,B,B,B,B,B,C,A,C,A,B
197,20381174,B,B,C,B,B,B,C,A,A,A,B,C,B,C,C,C,B,B,C,A,B,B,A,A
198,10307800,B,A,A,A,B,B,A,B,A,B,A,B,B,A,B,A,B,B,B,A,A,A,A,A
199,20026727,B,A,C,A,B,A,C,B,A,A,A,C,B,C,C,C,C,C,A,C,C,C,A,A
200,10135855,B,B,B,A,B,A,C,A,A,A,A,B,B,B,A,A,A,C,B,B,C,C,A,A
201,10348403,C,A,B,C,A,B,C,A,A,C,B,B,C,C,B,A,C,B,A,C,A,C,L,B
202,10622507,C,B,C,A,B,A,A,B,B,C,B,C,C,A,B,C,B,B,C,B,A,B,L,A
203,10450917,A,A,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A
204,10451159,B,C,C,A,B,B,C,B,B,A,C,B,C,A,B,A,B,B,A,B,A,A,A,A
205,10555962,A,C,A,A,B,B,C,A,A,C,B,C,B,A,A,A,B,C,C,C,C,B,A,B
206,10216953,C,A,C,A,B,A,C,B,A,B,B,A,B,C,C,C,B,B,B,C,C,C,A,B
207,10592186,B,B,C,C,B,A,B,A,A,B,A,A,A,A,A,A,A,C,B,C,C,A,A,B
208,10338899,B,C,A,A,B,A,C,B,A,B,A,C,B,A,C,B,B,B,B,B,C,A,C,C
209,10460956,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,B
210,10320584,C,C,C,B,B,B,C,A,B,B,B,B,C,C,C,B,C,A,B,B,C,A,C,B
211,10047660,B,B,C,A,C,C,C,C,A,A,A,C,B,A,A,A,A,B,B,A,B,A,C,B
212,10411761,B,A,B,A,B,A,B,A,A,C,B,B,C,B,B,C,B,C,B,C,A,A,C,B
213,20368399,A,A,C,A,B,A,C,B,A,A,A,A,B,A,C,C,B,A,B,C,C,C,A,B
214,10323857,B,A,C,A,B,A,C,B,A,B,C,C,B,A,C,C,B,B,B,A,C,C,A,B
215,10045889,,,,C,A,A,,,,,,,,,,,,,,,,,,
216,10391901,A,A,B,B,B,A,B,B,A,B,A,C,A,C,B,B,B,A,A,A,C,A,L,B
217,10310703,B,A,C,B,B,A,C,B,B,B,A,A,B,A,C,C,B,B,B,C,C,C,A,B
219,10107388,A,B,A,A,C,C,C,B,C,A,A,C,B,C,B,C,C,B,A,C,B,C,A,C
220,20330103,C,A,C,A,A,B,A,C,B,A,A,C,A,C,B,C,B,B,B,B,C,C,A,A
221,10240532,B,C,C,B,B,C,C,,A,B,A,C,,,,,,,,,,,,
222,10395444,B,A,C,A,B,A,C,B,A,B,A,C,B,A,B,C,B,B,B,C,C,C,A,B
223,10150877,A,C,B,B,C,A,B,B,B,A,C,C,B,A,C,A,C,B,C,A,A,B,C,A
224,10426384,B,C,B,B,B,C,A,B,A,C,B,B,C,A,C,B,C,B,B,C,B,A,C,A
225,10451351,B,A,B,C,A,B,B,C,B,B,B,B,A,B,B,A,A,B,A,C,B,A,A,A
226,10019419,B,A,C,A,B,B,C,C,C,B,C,C,B,B,B,B,B,A,B,B,C,A,A,B
227,10024443,C,B,A,B,B,B,B,B,B,A,C,A,B,B,B,B,A,C,A,B,B,A,L,B
228,10024226,B,A,B,A,B,B,C,B,A,B,C,C,B,B,B,A,B,B,B,A,A,A,A,B
229,10592393,B,A,C,A,B,A,C,B,A,B,A,C,B,A,C,C,B,B,B,A,C,C,A,B
230,10407411,B,B,B,B,B,B,B,C,A,B,B,A,B,B,B,B,B,B,B,C,B,B,L,A
231,10502139,B,B,A,A,B,A,B,A,B,A,A,B,B,B,A,B,B,B,A,A,B,A,L,B
232,10026607,C,A,A,C,B,B,A,B,B,B,A,A,A,C,B,A,A,B,B,A,C,C,L,C
233,10119020,B,B,B,A,B,A,A,A,A,A,C,B,A,B,A,A,A,A,A,A,A,B,A,A
234,10365158,A,C,C,A,B,A,B,A,B,B,C,C,C,B,C,B,C,A,B,C,A,A,A,A
235,10376423,C,A,B,A,C,B,A,A,A,B,A,A,A,C,C,B,C,C,A,C,C,A,C,A
236,10281067,B,C,B,A,C,C,A,A,C,A,C,A,B,B,B,A,C,C,B,A,C,A,A,A
237,10522807,B,C,A,C,C,A,A,C,A,B,A,B,B,C,B,B,B,C,B,A,A,A,A,A
238,10372708,B,C,B,B,B,A,C,C,B,B,A,B,C,B,B,C,A,B,B,B,B,A,L,C
239,10281554,B,A,A,B,B,A,A,C,C,B,B,B,A,B,C,B,A,B,A,A,A,A,A,A
240,10483390,B,A,A,A,B,B,C,C,C,A,B,B,A,C,B,B,C,A,B,C,A,C,A,B
241,10507465,B,B,B,C,A,B,B,B,B,A,B,B,B,B,A,B,B,B,C,B,B,A,C,C
242,10516039,A,B,B,A,B,C,A,C,B,A,B,C,A,B,A,A,B,C,A,A,A,A,L,A
243,10664448,B,A,A,A,B,C,A,A,C,B,B,A,C,B,A,B,B,B,B,C,B,A,C,B
244,10693961,A,A,A,A,B,A,A,B,B,B,A,A,B,C,A,A,A,A,A,A,A,B,A,A
245,10420269,B,A,C,A,B,C,C,A,A,C,B,C,B,A,A,C,C,C,B,A,C,C,A,B
246,10420235,B,A,C,A,C,B,A,A,A,B,C,A,B,C,C,B,B,A,C,A,C,A,A,B
247,10420252,A,A,A,C,A,A,C,B,B,B,B,B,B,A,A,C,B,B,A,A,A,A,A,B
248,10199027,B,A,C,A,B,B,C,B,A,B,C,A,B,A,C,C,B,B,A,A,B,C,A,A
249,10508159,A,A,A,A,B,A,A,B,B,B,A,B,A,A,C,C,B,B,B,A,A,C,A,A
250,10170859,B,B,C,B,B,C,B,B,A,A,A,C,A,C,C,B,A,B,B,C,C,C,A,B
251,20404287,C,C,C,B,B,C,B,A,B,C,A,B,C,B,A,C,A,C,B,B,C,A,A,B
252,10655710,B,A,C,B,B,B,C,B,A,A,A,C,B,A,C,C,B,B,B,C,C,A,A,B
253,10171645,A,B,A,B,B,B,B,B,A,B,C,B,,,,,B,B,,,,,,
254,10456883,A,A,C,A,C,A,C,C,A,B,A,C,B,A,B,A,C,C,B,C,C,C,A,B
255,10354922,A,A,B,A,A,A,A,A,A,A,C,A,A,C,C,B,C,A,A,A,A,A,A,B
256,10008244,C,C,C,C,B,A,C,C,A,A,B,A,B,B,A,A,B,A,B,C,B,B,A,B
