N°,NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18,G4-LEG19,G4-LEG20,G4-LEG21,G4-LEG22,G4-LEG23,G4-LEG24
69,20048403,C,C,B,C,B,B,C,C,A,A,B,B,C,C,A,A,A,D,B,B,D,C,C,B
70,3009101,A,B,A,A,A,D,B,A,C,A,B,C,A,B,B,D,A,A,A,A,B,B,A,A
71,10234914,B,D,A,C,C,D,B,D,A,C,B,B,B,A,B,A,C,B,B,C,B,B,B,D
73,10196185,,,,,,C,,,,,,,,,,,,,,,,,,
74,20035251,B,D,A,C,D,C,C,D,B,C,A,D,B,A,A,A,B,C,D,A,A,D,A,D
76,20061624,A,D,A,A,A,D,B,B,B,A,D,C,B,D,C,A,B,C,D,A,B,D,A,A
77,20206671,C,B,C,C,D,A,C,C,C,C,C,C,C,B,B,C,A,B,C,C,C,C,C,C
78,20113523,B,D,A,C,C,D,C,A,A,A,D,D,B,D,A,A,C,C,A,B,B,D,A,C
80,20216911,B,D,A,D,A,C,A,D,A,C,A,D,B,D,A,B,B,C,D,B,B,D,A,B
81,20271640,B,D,A,C,A,C,C,D,A,C,A,D,B,D,A,D,B,C,D,B,B,B,A,C
83,20116517,B,D,D,D,A,A,A,C,A,C,D,B,B,A,A,C,D,B,C,B,D,B,C,B
84,10233686,D,C,A,D,D,A,B,C,A,A,A,A,B,D,B,A,C,C,C,B,B,A,C,B
86,20145704,B,D,A,C,D,C,C,B,A,C,A,C,B,B,A,D,B,A,A,A,B,D,A,A
87,20216907,,,,,,,,,,,,,,,,,,,,,,,,
88,20216915,B,D,D,D,A,C,C,D,A,C,A,D,B,D,A,A,B,C,D,B,B,D,A,B
89,10205347,B,A,A,B,D,C,D,A,A,B,A,A,B,A,C,C,B,B,B,C,B,C,B,B
90,20229842,B,D,A,A,B,C,C,D,C,C,D,A,B,B,A,B,C,C,D,C,B,D,A,C
91,20050360,A,A,A,B,D,D,B,C,D,D,A,A,C,C,A,B,B,A,A,C,B,D,D,A
92,20045536,C,A,C,D,A,C,B,C,C,C,A,B,B,A,A,C,A,A,C,C,B,C,A,C
93,20230522,A,B,C,D,A,D,A,B,A,C,C,B,C,B,A,B,B,A,B,C,A,D,A,C
94,20190133,C,B,B,B,A,B,A,C,C,B,C,C,A,C,C,C,D,B,A,C,B,B,C,C
95,19854621,B,B,C,A,A,D,A,B,C,D,C,D,D,A,B,A,B,C,A,C,D,B,D,A
96,20184446,A,B,C,A,C,B,B,C,B,A,A,D,B,A,A,C,B,B,A,B,B,B,A,A
97,19844491,C,B,A,B,D,D,C,D,A,B,C,C,B,A,D,D,C,A,B,D,C,A,D,C
98,20134866,B,A,D,C,C,D,A,C,A,C,B,B,A,C,B,A,B,D,D,A,B,D,B,A
99,19854833,A,C,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B
100,20020722,A,B,B,A,A,D,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A
101,20003623,A,A,C,A,C,A,D,A,A,B,C,C,A,D,C,D,A,C,B,C,C,B,D,A
102,20169379,D,A,B,A,D,C,D,D,A,A,B,C,B,A,C,A,B,B,A,C,D,A,C,C
103,20059184,,A,,,A,B,,,,,,,,,,,,,,,,,,
105,19888482,A,D,D,D,D,A,B,D,C,C,A,D,C,D,A,D,B,C,D,B,B,D,A,C
106,20004023,B,D,D,C,D,C,C,D,C,C,A,D,C,D,A,D,B,C,D,B,B,D,A,C
107,20004036,B,D,A,C,C,C,C,B,A,D,D,D,B,A,D,B,B,D,B,B,B,A,A,B
108,20175281,B,D,D,C,D,D,C,A,B,C,B,A,B,B,A,A,A,C,C,D,A,A,A,D
109,20177851,A,D,A,A,A,B,C,C,C,B,C,B,B,C,C,C,C,D,C,D,B,B,C,C
110,20179060,A,B,C,D,A,B,B,C,C,A,A,D,B,B,A,C,B,D,B,C,A,C,A,C
111,19864494,A,B,A,A,B,A,B,C,B,C,B,D,B,C,C,A,B,A,A,A,A,A,B,A
112,20021107,C,B,B,C,C,C,C,C,C,D,A,C,C,C,C,A,A,A,D,D,D,D,C,D
113,7092878,A,A,A,B,A,B,A,B,A,A,A,A,B,C,B,A,A,B,A,A,C,C,B,D
114,20116537,B,A,A,B,A,A,A,A,A,A,A,A,B,A,A,B,B,B,A,B,B,A,A,B
115,20116538,B,D,A,B,A,B,A,C,A,A,D,A,B,A,A,B,B,D,B,C,B,A,A,D
116,19889234,B,D,C,B,C,C,C,C,D,B,C,D,B,D,C,C,C,C,C,B,C,C,D,C
117,20225405,A,A,A,C,C,C,B,D,A,C,A,D,C,D,A,D,B,C,D,B,B,D,A,C
118,20176894,C,C,C,B,B,C,C,C,C,D,D,B,D,B,C,C,C,C,B,D,C,C,C,C
119,20221304,D,B,B,B,B,C,B,B,A,B,A,B,B,B,A,A,C,B,A,B,B,B,B,A
120,7362851,B,B,B,A,A,B,B,D,B,C,B,B,C,A,C,B,B,C,B,B,A,C,C,C
121,20209112,D,A,D,D,A,B,D,D,B,A,A,C,B,D,D,A,C,A,D,C,D,B,C,B
122,6338980,B,C,D,D,A,A,B,B,A,A,C,A,A,A,D,C,C,C,A,B,C,D,B,C
123,20206697,B,D,B,C,A,C,C,D,A,C,C,D,B,D,A,B,B,C,A,C,B,D,C,A
124,20209868,B,D,C,C,C,D,C,A,B,C,D,C,B,C,A,B,A,A,A,B,A,B,A,A
125,19893900,C,D,B,B,A,B,A,B,B,D,B,C,C,D,B,B,D,A,A,D,A,D,D,B
126,10269857,A,B,D,C,D,D,B,D,A,D,B,C,B,A,B,B,B,A,B,A,C,D,A,B
127,10269906,B,D,A,C,D,C,C,D,C,D,A,D,B,C,A,A,B,C,D,B,B,D,A,C
128,20209827,D,B,B,C,A,B,A,B,B,A,B,C,B,D,A,D,C,D,A,C,B,B,A,C
130,10269715,B,D,A,C,C,C,A,A,C,A,A,D,B,C,A,A,B,C,D,B,B,D,A,C
131,20141747,B,B,A,C,D,D,C,A,B,B,B,A,B,D,A,D,C,D,C,A,B,A,A,A
132,20245256,D,C,B,A,C,B,D,C,A,B,D,A,B,B,C,B,D,A,B,D,C,D,B,D
134,10262842,B,D,A,C,D,C,C,D,C,A,C,D,B,C,A,B,B,C,D,B,B,D,A,C
135,20060013,A,A,A,B,C,A,B,B,B,D,C,D,B,B,A,D,B,B,B,A,C,A,B,B
136,20270762,C,C,C,C,C,D,C,C,B,C,D,C,C,B,C,C,C,A,D,B,C,B,D,C
137,10270128,B,B,B,B,A,C,B,B,A,B,A,C,B,B,B,B,B,B,A,A,B,B,A,B
138,7163566,B,D,A,C,A,C,C,D,C,C,A,D,B,C,A,A,B,C,D,B,B,D,A,C
139,20132109,B,D,A,D,D,D,D,D,D,C,D,D,A,B,A,A,C,D,C,D,C,C,D,C
140,20246199,B,D,A,C,C,C,C,A,B,C,D,C,B,D,A,D,B,B,D,A,D,B,A,D
141,20183855,D,C,B,B,B,C,B,C,A,C,B,C,B,C,B,B,D,C,C,D,A,B,B,B
144,20227616,C,A,B,D,B,B,D,A,D,D,C,D,A,C,D,B,A,C,B,A,B,C,B,C
145,20216703,A,D,B,A,B,C,D,A,D,B,C,B,A,C,B,C,D,C,B,A,A,C,C,C
146,20062592,A,A,B,A,A,A,A,A,A,B,A,A,B,B,B,B,A,B,B,A,A,A,B,A
148,10275524,C,B,B,B,A,A,A,B,D,B,B,B,A,A,A,B,B,C,C,B,B,C,B,C
149,20276405,A,A,B,C,A,D,A,B,C,B,A,D,A,A,C,C,C,D,A,D,D,C,D,A
150,10973293,C,A,B,B,D,A,D,D,A,A,C,C,A,A,C,A,C,C,D,C,C,A,D,B
151,20059214,B,D,D,B,C,C,A,D,C,C,C,D,A,D,A,A,B,C,C,C,A,D,C,A
152,20191111,B,A,A,C,B,C,C,A,A,B,A,D,A,B,C,B,B,B,D,A,B,A,A,C
153,20035290,A,B,C,B,A,D,A,D,C,A,C,A,C,A,A,A,C,A,B,A,A,B,D,B
154,20049329,C,B,A,B,D,C,C,C,C,C,B,B,C,C,B,A,D,C,C,B,C,A,D,C
155,20016084,A,C,B,A,D,B,C,D,A,B,C,D,C,A,A,D,A,D,A,D,C,D,C,A
156,20109559,B,C,A,C,C,C,C,A,C,B,C,A,B,B,C,B,B,B,B,D,D,D,C,D
157,5541515,B,B,B,B,C,A,C,B,A,B,A,A,B,C,C,A,B,B,B,B,A,B,A,C
158,20213597,A,B,C,D,D,C,B,C,C,D,B,C,A,A,B,C,A,A,D,A,A,B,C,D
159,20221938,B,B,B,C,B,C,C,C,C,B,C,C,B,C,B,C,C,D,C,C,B,B,C,C
160,19801445,D,D,D,D,C,C,D,A,B,D,C,D,B,A,C,D,A,B,B,C,B,D,C,A
161,19846604,A,B,D,B,D,A,D,A,A,C,D,C,A,D,A,D,D,D,D,B,D,D,B,C
162,19801442,B,C,B,A,D,A,D,A,B,C,B,A,C,B,A,C,D,D,D,C,A,D,B,A
163,19987392,B,D,D,C,A,C,D,C,A,C,D,B,B,A,A,D,D,B,D,C,A,B,B,C
164,19888934,A,C,A,C,B,D,D,A,C,C,A,B,B,A,A,C,C,B,C,A,D,D,C,A
165,19883262,A,D,C,D,C,C,D,C,C,B,C,B,B,D,C,B,D,B,D,D,D,A,D,B
166,3009451,A,A,C,C,B,B,B,D,B,B,C,A,B,A,B,C,C,B,,,,,,
167,5531897,A,A,A,A,A,A,A,D,A,B,A,B,A,D,A,B,C,C,A,D,D,B,C,C
170,20032226,A,B,A,B,B,D,A,A,B,B,A,B,A,D,B,D,A,A,A,A,B,A,B,B
171,20167781,C,B,A,B,B,B,A,C,C,A,B,C,B,C,A,B,D,A,C,C,B,B,A,B
172,20296197,A,B,A,C,C,B,B,A,A,A,A,C,A,A,B,C,A,A,A,C,B,B,B,A
173,20132286,B,D,B,C,A,A,A,B,D,B,D,A,A,A,A,A,C,B,A,C,D,B,A,A
174,20299993,B,D,B,B,B,C,C,D,C,A,A,C,A,A,D,C,B,A,C,C,C,B,C,C
175,10852131,B,D,A,C,C,A,C,A,C,C,D,D,B,D,C,D,B,C,B,D,B,A,A,A
177,20214276,B,D,A,C,D,C,B,A,A,C,A,D,B,D,A,B,B,B,A,B,A,D,A,C
179,20180172,B,B,A,C,B,B,C,B,B,A,A,A,C,D,A,D,B,B,C,A,B,B,A,C
180,20181530,A,A,D,C,B,D,B,C,D,C,C,C,A,D,C,C,A,D,D,C,A,A,B,B
181,20143220,B,A,C,D,D,B,B,C,B,C,D,A,C,D,C,A,A,D,C,C,D,A,B,C
183,19856455,C,B,A,B,C,C,A,D,B,A,D,B,A,A,A,C,A,C,D,C,A,C,A,D
184,19864246,B,D,A,A,B,D,D,C,A,C,B,C,B,A,C,A,C,D,A,A,B,C,C,B
185,19799997,B,B,B,C,A,D,B,B,D,A,C,D,C,B,D,C,C,D,C,B,A,D,C,C
186,20130323,B,A,B,C,C,B,B,A,C,B,C,C,C,B,A,D,B,A,B,B,A,C,C,C
187,20246904,B,B,A,C,B,D,C,C,C,C,C,B,A,B,C,B,B,C,B,C,B,C,C,B
188,20246918,B,D,A,C,A,C,A,C,A,C,C,D,B,D,A,D,A,C,D,B,A,B,C,C
189,20246921,B,A,B,D,D,D,D,C,A,C,A,C,A,B,A,B,C,C,B,C,B,B,D,D
190,20210248,B,A,D,D,D,D,D,C,D,D,A,D,B,B,D,A,B,D,D,C,B,C,D,C
191,5334830,B,D,A,B,D,C,C,D,A,C,A,D,B,D,A,D,B,C,C,B,A,D,A,C
192,20409067,B,D,A,C,D,C,C,D,A,C,A,D,B,D,A,D,B,C,D,A,A,D,B,C
193,10263113,D,D,C,B,B,C,B,D,B,D,A,D,B,D,C,D,D,D,B,D,B,D,A,B
194,19843379,C,,A,B,,C,,,,,,,,,,,,,,,,,,
195,4995617,B,D,C,B,A,A,A,D,A,C,B,A,B,A,A,A,D,D,D,C,B,B,A,A
196,19881301,B,A,C,B,A,C,A,D,C,A,A,C,B,C,C,B,B,B,C,A,B,B,C,C
197,19833414,B,A,C,D,A,D,D,D,D,A,B,D,D,D,B,A,A,A,D,C,A,D,C,A
198,4995556,A,A,B,B,B,A,A,A,B,B,B,C,A,B,B,B,C,B,A,A,A,B,B,B
199,20013138,C,A,A,A,A,D,B,C,D,A,A,C,A,A,A,A,A,A,B,A,D,A,A,A
200,19831649,D,A,C,C,C,B,D,C,C,C,C,C,B,C,A,B,C,D,C,C,C,A,A,A
201,19968057,A,B,C,D,C,C,C,B,B,C,C,C,B,C,C,B,C,A,C,C,A,C,B,C
202,19831949,A,B,C,B,B,C,C,C,B,D,D,B,B,C,B,A,C,B,B,A,B,C,A,A
203,19928092,A,D,A,A,A,C,A,D,D,C,B,C,B,A,C,D,B,C,B,C,D,D,C,A
204,19920525,B,C,D,A,C,B,A,A,B,D,D,C,A,A,C,A,A,D,B,A,B,C,A,A
205,19831208,A,B,C,C,B,B,D,A,C,C,C,C,B,C,B,A,D,A,C,C,D,A,B,D
206,20032854,D,C,D,B,B,B,C,C,A,B,D,A,C,A,B,A,C,D,C,B,A,D,A,D
207,19831469,B,D,C,C,A,D,A,D,A,C,C,B,B,C,C,A,B,B,C,B,B,B,B,D
208,19963749,B,A,C,D,D,B,B,D,A,A,C,C,A,C,D,D,B,A,A,B,C,B,C,D
209,19876986,B,D,A,A,C,D,A,D,D,A,C,C,B,D,C,C,B,B,A,A,B,D,A,A
210,19928126,A,A,A,A,A,A,A,A,A,A,C,A,A,C,A,A,B,A,A,A,A,B,A,D
212,20026252,B,D,A,C,C,C,A,D,C,C,A,C,B,D,B,D,B,C,D,D,D,D,B,B
214,19834512,B,D,A,D,A,B,D,A,D,B,B,A,C,C,D,A,C,D,B,B,D,D,D,C
215,20120373,B,D,B,C,D,C,C,D,C,C,A,D,B,D,A,D,B,C,D,B,B,D,A,C
216,20005862,B,B,D,B,C,B,B,B,A,C,C,D,B,C,C,D,B,A,C,C,C,A,B,C
217,20301451,B,D,B,A,C,A,C,C,C,B,D,B,B,B,C,A,B,D,A,C,A,D,D,C
218,5786848,B,C,B,C,D,D,C,B,C,B,C,B,B,D,A,C,B,C,B,B,B,C,A,B
219,10354347,B,C,C,A,A,D,D,C,A,B,C,C,A,A,A,C,A,A,D,A,B,C,A,C
220,19831429,B,B,A,C,B,C,C,B,D,A,C,D,B,D,A,B,B,C,D,B,B,B,A,C
221,19836695,B,A,C,D,D,C,D,D,C,C,D,C,B,B,A,C,D,A,D,B,D,C,A,C
222,10954917,B,D,A,B,D,D,C,D,C,D,D,D,B,A,A,A,D,D,D,C,B,C,B,A
224,19831980,A,C,B,C,A,C,C,D,C,D,B,C,B,B,B,B,C,C,B,C,B,B,B,B
225,19834481,B,B,D,C,C,C,D,C,C,B,D,C,B,B,C,B,B,D,B,A,A,A,A,C
226,19834158,A,A,A,C,C,B,C,B,B,C,A,C,B,D,A,A,B,B,D,A,A,D,A,A
229,19919011,A,C,D,A,B,C,C,C,A,D,C,A,B,C,D,B,A,D,B,B,A,C,A,A
230,20127210,A,B,D,C,A,A,C,D,C,C,B,D,A,D,D,D,A,B,A,D,A,C,C,C
231,20228845,C,C,B,A,D,C,D,B,C,A,D,A,A,C,C,D,B,A,C,B,A,B,A,D
232,6302765,B,C,C,C,B,C,C,D,C,B,B,D,D,A,C,A,C,B,C,A,A,A,C,D
234,19834449,B,A,B,A,A,D,D,B,A,C,A,D,A,A,A,D,C,A,A,A,B,A,C,A
235,19878561,D,B,A,D,B,C,C,C,B,D,B,B,B,C,A,B,D,A,B,A,D,B,D,B
236,19889401,B,D,B,C,C,C,C,A,A,B,C,A,B,B,A,B,C,C,B,B,B,B,C,D
237,20123927,A,D,A,A,A,C,A,C,D,A,B,C,A,A,C,A,D,D,D,D,C,C,A,C
238,19964253,B,B,A,A,D,D,A,D,A,C,B,C,B,C,B,A,B,A,A,C,A,D,C,D
239,20129428,B,D,A,C,D,C,C,D,A,B,A,D,B,A,B,B,B,B,D,D,B,D,A,C
240,20168322,C,A,B,A,C,C,C,C,A,C,D,B,D,A,C,C,A,C,D,A,C,B,D,A
241,19835575,C,B,C,A,C,D,A,B,B,B,B,C,D,C,D,A,C,D,A,A,C,B,B,B
242,19835656,A,A,A,D,C,C,D,A,A,B,C,A,B,A,A,B,B,A,A,C,B,B,C,A
243,20388244,A,A,A,B,C,B,A,C,B,B,D,A,B,D,D,A,A,C,A,B,D,C,A,D
244,20388314,B,A,C,B,A,A,B,D,C,C,C,C,A,D,A,B,B,D,B,A,B,B,A,B
245,20391835,A,C,A,B,D,C,B,A,C,B,A,D,D,B,A,B,B,B,D,A,B,B,A,C
246,20110145,A,A,C,A,A,D,D,C,B,C,D,A,B,A,C,A,B,B,B,B,B,B,A,A
247,20120285,,,,,,,,,,,,,,,,,,,,,,,,
248,20388722,B,A,B,C,D,A,A,C,D,B,A,C,C,A,C,A,D,B,A,C,A,D,B,C
249,19866453,B,A,A,A,B,B,C,B,B,B,C,B,B,B,C,C,A,C,C,C,B,B,C,D
250,19880352,A,A,C,D,B,A,A,C,C,A,B,A,A,A,A,C,C,A,D,C,C,B,A,D
251,19875586,B,D,A,C,C,D,C,B,C,D,C,D,B,D,A,D,B,C,D,B,B,D,B,C
252,19987658,B,A,A,C,A,D,A,A,A,A,A,A,B,D,A,A,B,A,A,C,A,C,A,A
253,10258536,B,D,A,C,D,D,C,A,B,D,C,C,B,D,B,D,B,D,C,A,B,C,A,A
254,10271945,D,C,A,C,C,C,D,D,D,C,A,C,B,B,A,A,C,D,C,A,C,B,B,D
255,19755194,B,D,C,D,C,C,C,C,A,B,B,A,B,D,B,B,A,B,B,B,A,C,C,A
256,20053972,B,A,A,B,B,C,A,C,A,A,A,A,C,A,A,B,C,B,A,C,B,B,B,A
257,19831220,B,D,A,C,C,C,A,C,A,A,B,D,C,B,D,B,A,A,A,C,B,D,B,D
258,20052954,A,B,B,C,A,B,C,A,D,D,A,B,A,A,B,A,A,A,A,A,A,B,B,B
259,20052979,A,C,B,B,B,C,D,A,B,C,D,C,B,B,B,A,D,B,C,A,C,B,B,D
260,20020240,B,D,C,C,B,C,C,D,C,C,D,D,A,D,B,D,C,C,D,A,A,D,C,C
261,20023384,A,C,C,B,C,C,B,C,A,B,C,A,B,B,B,A,A,A,A,B,B,C,C,C
262,20123380,B,D,A,C,C,D,C,A,A,A,C,D,B,A,C,B,B,B,A,A,B,B,A,A
263,20123382,B,B,D,C,C,C,D,D,B,D,A,B,B,B,D,A,D,B,C,A,B,B,D,B
264,19764584,B,C,B,D,B,C,C,A,C,D,B,D,A,D,C,C,B,C,B,B,C,D,A,D
265,20266895,,,,,,,,,,,,,,,,,,,,,,,,
266,4655446,A,B,B,B,A,D,C,A,B,D,B,B,D,B,A,A,B,C,B,A,C,D,A,C
268,19877262,B,D,B,C,D,C,C,A,A,C,A,D,B,D,C,B,B,C,D,A,B,D,A,D
269,19878075,A,A,A,A,C,C,D,A,D,B,A,C,A,A,B,A,C,A,B,B,B,C,C,B
270,2687256,A,A,C,B,B,C,C,A,C,D,C,B,B,D,C,C,B,D,C,C,C,C,C,C
271,20217189,C,A,B,D,B,B,B,B,A,C,D,B,A,B,D,C,C,A,C,C,B,B,A,B
272,19987653,B,D,D,C,B,C,C,D,B,C,D,D,B,B,A,D,B,C,B,B,B,D,D,A
273,20128015,C,D,B,D,A,B,B,D,A,B,B,B,D,A,B,D,B,B,A,A,C,B,A,D
274,10404835,B,D,A,C,D,C,C,D,C,C,A,D,B,D,A,D,B,C,D,A,B,D,A,C
275,20128025,B,B,B,C,A,D,B,C,C,B,C,C,B,B,B,B,C,B,C,B,C,C,C,B
276,20128026,A,A,C,B,A,D,A,D,B,B,C,A,B,A,D,B,A,B,A,B,A,A,D,C
277,20280744,B,D,A,A,C,D,C,D,D,D,B,C,B,B,A,B,D,C,D,C,C,B,B,A
278,20179567,B,D,A,D,A,A,B,C,B,B,C,C,B,C,B,B,A,B,D,D,C,C,C,C
279,10273504,B,A,A,B,A,A,B,B,C,B,D,C,A,A,B,A,C,C,D,B,A,D,B,A
