N°,NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18,G4-LEG19,G4-LEG20,G4-LEG21,G4-LEG22,G4-LEG23,G4-LEG24
15,10072625,C,C,A,A,B,D,A,D,D,A,C,B,D,C,A,A,C,A,A,D,A,B,A,B
16,10665420,C,D,A,C,B,A,A,D,B,A,D,D,D,C,D,A,D,A,A,C,B,C,B,C
17,10013008,D,D,D,A,D,A,A,A,D,A,A,A,D,D,B,A,D,C,D,B,D,A,A,D
18,10529724,C,D,B,C,B,A,A,D,A,D,A,A,D,D,A,A,D,A,A,D,D,C,A,D
19,20304588,C,D,A,B,A,D,A,C,A,B,A,B,D,D,D,C,A,C,A,D,B,A,D,B
20,10106538,C,D,A,C,A,D,A,D,A,A,C,B,D,C,B,A,C,A,D,D,D,C,B,C
21,10031084,A,A,A,B,A,A,C,D,B,A,C,B,A,A,A,A,B,D,B,C,A,A,A,B
22,10290986,A,A,A,A,A,B,A,B,B,D,B,D,A,A,B,B,C,A,B,B,B,B,C,B
23,10032229,C,D,D,C,B,D,A,C,C,A,D,B,D,B,B,B,A,A,A,B,D,C,C,B
24,10073720,A,D,A,C,B,A,A,D,D,D,D,D,C,B,B,A,C,C,C,B,A,A,A,A
25,10077706,C,D,A,C,B,D,A,D,D,C,D,D,A,C,A,A,C,A,C,C,A,C,A,B
26,10308963,C,D,A,C,C,A,A,D,B,A,C,A,D,D,B,A,C,A,A,D,D,C,A,A
27,10282297,B,B,A,B,B,A,A,D,A,A,A,B,A,B,C,B,A,A,A,D,B,A,A,B
28,10282051,B,C,A,C,B,A,A,C,C,B,D,B,A,C,A,A,B,C,A,A,B,A,B,B
29,10282024,A,A,B,B,B,C,A,A,B,A,C,A,A,C,A,A,A,A,A,B,B,C,A,A
30,10134707,C,D,A,C,B,A,A,D,B,A,C,B,A,A,B,A,D,A,A,D,A,C,B,D
31,10613034,C,D,A,D,B,D,A,D,B,A,C,B,B,A,B,A,D,A,A,D,D,C,A,B
32,10037201,C,D,C,C,B,D,A,D,D,C,D,D,C,A,D,A,B,B,B,D,A,A,D,D
33,10137596,A,D,A,C,B,A,A,B,B,A,C,B,D,D,B,A,C,A,A,D,D,C,B,B
34,10131575,A,C,A,C,B,A,A,D,B,A,A,B,D,C,B,A,D,A,A,D,A,C,A,C
35,10148933,B,A,A,C,B,D,B,C,D,B,C,A,A,D,A,A,D,A,B,A,A,A,B,B
36,10137189,C,D,B,C,B,A,A,C,B,A,A,C,B,D,A,A,A,A,A,D,D,C,A,D
37,10035998,C,D,A,A,C,A,A,C,B,A,C,B,D,B,B,A,D,A,A,D,D,B,A,C
38,10454863,C,A,A,C,B,D,A,B,B,A,D,B,D,C,B,A,D,A,A,D,D,C,B,C
39,10131820,C,A,A,C,D,A,A,C,A,D,A,B,B,D,A,A,D,A,A,A,B,C,B,B
40,10377623,C,A,B,C,B,A,A,D,B,A,A,B,B,D,B,A,D,D,A,A,A,C,B,C
41,10120855,C,D,C,D,B,A,A,B,C,A,D,B,B,A,B,C,C,A,A,D,D,C,B,A
42,10335329,C,D,B,C,B,A,A,D,A,A,D,B,B,D,A,A,C,A,A,D,C,B,A,C
43,10282037,A,D,A,C,B,D,A,C,D,A,D,B,A,A,B,B,A,B,A,D,C,B,D,B
44,10335371,C,A,A,C,D,D,A,D,A,C,C,B,D,D,B,C,C,A,A,D,D,C,A,C
45,10005307,C,D,A,C,B,A,A,C,A,A,A,B,A,C,B,A,C,A,A,D,D,C,B,C
46,20249891,D,C,A,A,D,D,A,C,D,D,D,D,D,C,B,A,B,C,D,A,A,A,B,B
47,10314895,C,D,B,C,C,C,B,C,B,A,D,B,A,B,A,A,C,A,B,C,A,C,B,C
48,1018814,B,B,A,C,A,A,C,D,B,A,A,D,D,D,B,A,C,A,A,C,C,C,B,C
49,20214238,C,D,A,C,B,D,A,D,B,D,C,B,C,C,B,A,D,A,A,D,C,C,B,D
50,20223028,C,A,C,A,B,A,A,D,B,C,B,A,B,B,D,B,D,A,C,B,A,D,D,C
51,20257232,B,C,D,C,B,D,A,D,D,B,A,A,A,B,B,B,D,C,B,A,A,A,B,A
52,19935171,B,C,C,D,D,A,C,B,D,B,B,A,A,B,D,D,D,C,B,A,B,A,B,C
53,20023798,C,C,A,B,C,B,C,A,A,A,C,A,A,A,A,C,C,A,C,C,C,C,C,C
54,20207315,C,D,A,C,B,A,A,B,B,A,C,B,D,D,B,A,C,A,A,A,A,C,A,A
55,20025199,B,C,A,B,C,C,A,D,A,B,A,B,C,A,D,C,C,C,C,B,D,B,D,C
56,20094364,A,A,A,C,D,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A
57,10089478,C,A,C,C,B,A,A,D,B,D,D,C,A,B,C,A,A,A,D,A,A,B,A,B
58,10436834,A,C,A,D,A,A,A,A,B,A,A,B,D,D,D,C,B,A,B,B,C,D,A,C
59,20343304,C,A,B,D,A,D,B,B,B,A,C,D,A,A,B,B,D,A,C,A,C,C,A,B
60,20361228,C,B,A,C,A,A,B,B,C,B,C,D,B,C,B,A,C,B,A,B,B,B,A,B
61,10505452,D,A,D,A,A,B,D,B,B,C,C,A,C,C,A,A,B,B,B,A,B,A,A,D
62,10369561,A,A,A,B,B,C,A,A,B,A,A,A,C,B,B,A,B,B,B,B,A,B,A,A
64,10402345,C,A,D,C,B,A,A,C,B,A,C,B,B,B,B,C,D,A,B,B,D,B,B,A
65,10035510,B,D,A,C,B,A,A,D,B,A,C,A,A,B,B,A,D,A,C,B,A,A,A,C
66,10034137,C,C,C,D,D,D,A,D,C,A,D,D,C,A,B,A,D,A,B,C,D,C,D,C
67,10327443,B,C,A,A,D,C,A,B,B,A,A,C,C,A,C,B,A,A,D,A,D,A,B,A
68,10198279,B,A,B,B,A,A,B,C,C,C,B,B,C,C,B,B,B,C,C,B,C,C,C,D
69,20305953,B,A,A,C,B,C,A,D,A,A,A,C,D,A,B,A,D,A,A,D,C,B,D,A
70,10374409,A,D,B,C,B,A,C,D,B,A,A,C,B,B,C,B,A,B,C,B,C,A,C,D
71,10351697,A,B,D,B,A,C,C,D,B,C,A,D,B,A,D,C,B,D,C,B,D,D,B,A
72,10060985,A,B,A,A,A,D,A,A,B,A,C,B,A,D,B,D,A,B,C,C,A,B,D,D
73,10070465,B,A,B,C,A,A,A,A,C,B,B,B,B,C,B,B,B,B,C,B,C,B,C,B
74,10279775,B,B,D,A,D,C,A,D,B,C,C,C,A,C,C,A,B,A,A,B,D,C,B,C
75,10075196,C,B,A,D,A,A,A,B,B,B,A,B,A,B,A,A,A,A,A,A,D,D,B,D
77,10292067,A,B,B,A,A,B,C,D,B,B,C,D,D,B,B,D,B,C,D,D,A,C,B,A
78,10172142,B,D,C,A,B,B,B,D,A,D,C,D,B,C,C,C,D,A,A,C,C,D,A,D
79,10279573,B,C,A,C,B,A,C,D,A,C,B,A,B,B,B,B,D,D,D,B,B,C,C,B
80,10120142,A,A,A,D,B,A,B,A,B,A,A,D,D,A,A,A,D,C,B,A,A,B,A,C
81,20117001,B,A,B,A,C,A,B,D,B,B,C,B,B,C,C,A,C,B,C,C,A,A,C,B
82,10405415,A,A,C,A,C,C,A,B,A,B,A,B,D,A,A,C,B,B,B,A,C,B,D,B
83,20387664,A,B,A,D,D,B,D,A,C,B,A,A,A,A,B,D,A,B,A,A,A,D,B,B
84,10092813,C,A,A,A,D,C,A,D,B,A,B,B,B,D,D,A,D,A,A,B,D,C,B,C
85,20169243,C,A,A,C,B,C,A,A,A,A,C,B,B,B,A,A,D,A,A,,D,C,A,A
86,10016142,C,D,A,A,B,A,A,D,B,A,C,B,D,D,B,A,D,A,B,C,C,A,A,C
87,10136015,B,D,C,A,A,C,B,A,C,D,D,D,C,A,D,B,B,A,C,B,D,C,D,A
88,20206829,B,B,B,A,A,C,B,A,D,B,B,C,C,C,A,A,B,A,C,D,D,B,A,A
89,20303889,C,B,A,A,A,A,A,A,A,A,D,A,A,B,A,B,B,A,B,A,A,B,A,A
90,10065475,B,D,A,A,A,A,C,C,B,C,C,A,D,B,D,B,B,A,B,C,A,C,D,C
91,10303313,C,C,A,C,B,A,D,C,C,A,C,D,A,A,A,B,D,A,B,A,A,C,A,D
92,10386122,B,B,C,B,C,A,A,B,B,C,C,B,B,B,C,C,B,B,B,A,C,A,C,B
93,10406161,A,A,A,B,B,D,A,B,D,D,C,B,B,C,A,B,B,A,A,D,C,A,B,B
94,10158974,D,D,A,A,B,B,C,D,B,B,B,A,A,D,B,B,A,B,B,D,D,A,A,A
95,10306496,B,A,B,A,B,A,C,A,C,B,C,A,B,C,C,C,A,C,B,C,A,B,C,B
96,20372462,B,A,A,A,A,A,C,A,B,C,B,B,B,A,B,D,C,A,A,B,B,B,B,A
97,20311453,C,D,A,C,A,A,A,D,B,C,C,C,D,B,B,A,D,C,A,D,D,C,B,C
99,20365087,A,D,C,D,C,A,A,D,A,D,C,B,C,A,B,A,D,A,A,B,D,C,A,B
100,10350300,A,A,A,A,B,B,C,C,A,C,A,B,C,B,B,A,B,C,B,A,B,C,C,B
101,10350378,A,C,A,B,A,B,C,B,A,C,C,A,C,B,A,A,B,A,B,C,C,A,D,A
102,10328768,A,A,A,C,D,B,A,B,D,B,A,B,B,B,B,B,B,B,C,B,D,D,D,B
103,20207179,A,A,A,C,C,A,B,A,B,D,D,B,D,C,A,D,D,A,A,C,C,A,A,C
104,20316925,C,D,D,B,C,D,A,D,C,A,C,B,C,A,D,C,C,D,C,A,C,A,D,A
105,20306030,B,A,B,B,B,B,B,B,C,B,B,B,C,C,D,C,B,B,C,B,B,C,C,B
106,10418838,A,B,B,B,C,C,B,B,B,B,C,B,D,B,C,C,A,B,D,B,B,B,B,C
107,20294786,B,A,C,B,A,C,A,B,A,D,C,B,C,A,B,A,B,A,A,C,C,A,A,D
108,10156907,C,B,B,D,B,A,D,C,D,A,C,B,A,A,B,A,D,A,A,A,B,C,A,C
109,10458213,D,B,D,A,B,C,A,A,A,B,C,B,B,B,A,B,A,A,B,B,A,A,C,B
111,10020717,C,D,D,A,B,B,A,A,A,A,A,D,A,A,A,C,A,A,B,A,A,A,A,A
112,10295577,A,D,A,B,D,A,A,B,D,A,C,C,D,A,D,A,B,A,A,B,D,B,A,B
113,20394892,B,C,B,A,A,B,B,B,A,B,B,A,A,A,A,A,B,B,B,A,B,B,B,B
114,20326525,A,B,B,B,A,A,A,B,A,A,B,A,B,A,B,C,A,A,A,A,C,C,B,D
115,20337276,A,A,A,A,A,A,A,B,A,A,C,C,A,B,B,D,B,C,A,D,B,C,D,B
116,10362627,C,D,C,A,D,B,A,D,D,D,D,B,D,A,D,A,B,D,B,C,D,D,C,B
117,20304416,A,A,B,A,A,A,C,B,B,B,A,B,B,B,B,B,A,B,C,A,B,A,B,B
118,10280484,C,B,D,C,B,A,A,C,B,A,C,B,B,D,D,A,D,A,A,D,A,D,A,D
119,20308090,C,D,C,D,B,A,A,B,A,A,A,D,D,B,A,A,D,B,B,A,C,C,B,A
120,10281049,C,D,A,C,B,D,A,B,D,A,A,B,A,C,B,A,D,A,A,D,C,C,A,C
121,20129721,A,D,A,C,D,D,A,C,D,A,D,B,B,A,A,A,D,A,C,D,D,C,D,A
122,10421920,C,C,C,B,B,C,C,D,B,A,C,A,D,A,A,A,B,A,B,B,A,C,A,A
123,20304392,B,A,D,B,B,B,D,A,B,B,D,B,A,A,A,B,B,B,C,B,B,A,A,A
124,10439130,A,A,D,D,C,A,D,A,D,C,D,C,C,,,,,,,,,,,
125,10421935,C,D,A,A,B,B,A,C,A,B,A,A,A,B,D,A,D,B,B,C,C,A,B,B
126,10015704,D,B,D,A,D,A,D,A,D,C,C,D,B,B,B,D,B,C,D,C,C,D,D,A
127,20345919,A,A,B,A,C,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A
128,10416170,A,A,C,C,B,D,D,B,B,B,D,B,D,A,D,B,B,D,A,B,B,A,A,C
129,10418290,A,A,C,C,A,B,B,A,C,A,D,B,B,B,A,D,D,C,C,A,B,D,A,C
130,20189151,A,D,A,B,B,A,A,B,B,B,B,A,A,C,B,A,C,A,B,B,D,A,D,B
131,10473126,A,C,A,B,A,B,A,B,C,B,B,D,A,C,B,C,D,B,A,B,B,B,B,B
132,10024698,A,A,B,A,A,D,A,A,C,B,B,A,C,A,B,B,A,D,A,B,B,A,B,D
133,10195153,B,A,A,B,C,A,B,B,B,B,B,C,B,A,B,D,A,B,A,A,C,A,A,D
134,10039582,A,A,A,C,B,B,B,A,C,B,A,D,A,A,A,A,C,B,A,A,B,A,A,B
135,10184523,D,C,A,A,A,C,C,C,B,D,A,C,A,B,B,A,A,C,C,D,C,C,B,C
136,10124496,C,C,A,C,A,A,A,D,C,A,C,B,A,B,D,A,A,B,C,D,C,C,B,A
137,10410737,C,D,C,D,B,D,A,A,C,D,C,D,D,B,A,C,B,A,D,C,B,C,C,B
138,20137186,C,A,A,D,B,A,A,A,B,A,C,D,C,A,A,A,D,A,A,B,B,A,A,D
139,20013144,B,B,C,A,B,D,D,D,C,C,B,B,B,A,C,A,A,B,C,D,C,A,D,B
140,10291877,B,D,A,D,B,A,C,C,C,A,D,B,A,C,B,A,A,B,D,A,A,A,D,A
141,10032620,C,D,A,C,B,A,A,B,B,A,C,B,D,D,B,A,D,A,A,D,D,C,B,C
142,20246493,A,C,A,B,D,D,C,D,D,C,C,B,C,B,B,B,D,B,D,C,D,D,C,C
143,20317257,D,A,A,B,A,C,D,A,A,D,A,A,B,D,B,A,A,A,A,D,B,D,A,A
144,10185975,C,D,C,C,B,A,A,D,D,C,D,B,A,B,B,A,C,A,C,D,D,D,D,C
145,10377010,C,D,D,C,C,D,A,D,B,A,C,D,B,A,B,A,D,A,A,D,D,C,A,D
146,10316078,C,C,A,C,C,A,A,D,B,A,C,B,B,B,B,A,D,A,A,A,A,C,B,C
147,20391339,A,D,A,C,A,A,A,D,B,C,A,B,B,B,B,A,C,D,B,A,B,C,A,C
148,10087699,B,C,A,C,A,B,A,A,C,A,C,B,B,A,B,B,D,C,C,A,B,A,A,B
149,10407400,B,C,D,D,B,D,C,A,C,C,D,B,B,D,C,C,D,B,B,B,B,B,D,D
150,10407409,C,C,B,B,D,C,C,C,C,C,C,D,C,C,B,B,C,C,C,C,A,C,C,C
151,10109775,C,C,B,B,A,A,B,B,C,C,C,B,B,A,A,C,B,A,C,A,A,B,B,C
152,20278957,A,C,A,A,A,A,A,B,D,A,C,B,A,B,A,B,A,C,B,A,B,C,D,A
153,20321661,A,B,D,D,B,C,D,C,A,B,A,C,A,B,A,A,A,D,A,B,C,A,D,D
154,10350380,C,D,A,C,A,A,A,D,B,C,A,B,D,D,B,A,D,A,A,D,D,B,C,C
155,10146744,A,B,A,A,B,A,B,B,B,B,C,A,D,D,B,B,A,C,A,B,C,B,B,B
156,10181668,C,C,D,C,C,D,C,B,C,D,A,C,A,C,C,D,B,C,D,B,D,D,B,A
157,10505725,B,D,D,C,A,A,A,A,A,A,B,A,D,D,B,A,D,A,A,D,D,C,A,D
158,10145201,C,D,A,C,A,A,A,A,A,A,A,A,D,D,A,A,D,D,A,D,D,C,A,D
159,10154262,B,D,C,C,B,A,A,D,B,A,B,C,D,B,B,A,D,B,C,D,A,B,A,C
160,10312868,A,A,B,A,C,C,A,B,B,C,D,D,B,D,C,A,C,D,D,A,C,A,D,A
161,20333190,B,C,D,B,A,B,B,A,D,D,D,C,C,B,A,C,C,C,C,C,D,C,C,D
162,10010954,A,A,C,C,B,A,B,A,B,C,B,B,C,C,C,B,B,B,B,B,C,B,C,D
163,10010440,B,A,C,A,B,A,C,A,A,A,A,A,C,A,A,D,B,B,A,D,D,A,A,A
164,10153753,B,D,A,B,A,B,C,C,B,A,A,A,A,A,A,A,A,D,D,A,D,D,D,D
165,10425903,C,D,B,B,A,D,A,A,B,A,A,A,A,B,D,A,A,A,C,A,B,B,A,A
166,10149159,C,C,D,C,A,A,A,C,B,B,C,B,A,A,B,B,D,C,D,A,B,C,C,B
167,10088557,A,A,A,B,B,A,B,A,A,A,B,B,B,B,B,A,C,C,B,A,B,A,D,A
168,20055541,D,D,D,C,C,A,D,C,C,D,D,D,C,B,D,B,D,D,B,C,C,A,A,D
169,10085913,B,D,D,D,B,A,A,D,D,B,A,C,D,C,B,A,B,D,A,B,C,B,D,A
170,10088817,B,C,D,C,A,A,C,C,D,A,A,C,B,B,D,A,B,B,A,B,D,A,A,C
171,20301452,A,B,D,D,D,A,A,C,C,A,C,B,C,A,B,A,C,A,B,C,D,C,A,D
172,10321871,C,A,A,C,B,C,A,B,A,A,D,B,A,C,B,C,D,C,A,D,D,C,A,C
173,10348589,D,D,A,C,B,A,A,D,A,A,D,D,B,A,A,A,D,A,D,C,A,A,A,A
174,20035199,A,C,A,C,A,B,C,B,B,B,C,C,A,A,C,D,C,D,D,C,B,A,D,D
175,20297857,C,C,C,C,C,A,A,C,B,A,C,D,D,B,A,A,D,A,A,D,D,A,A,C
176,10149135,B,A,A,C,A,B,A,B,B,B,A,B,B,B,A,D,A,B,A,A,B,B,B,B
177,20376971,C,A,A,D,D,B,A,D,A,A,C,B,A,B,A,A,D,A,D,B,A,C,C,B
178,20372974,C,C,A,D,A,A,A,C,B,D,D,B,D,C,B,A,D,C,B,B,A,C,B,C
179,20248887,B,A,C,C,D,B,B,B,A,D,A,C,A,B,A,A,C,D,B,C,A,A,B,A
180,20168218,C,D,D,D,C,A,A,D,B,A,C,C,A,B,B,A,D,A,D,A,B,C,B,D
181,20378751,B,A,D,B,B,A,D,A,A,A,B,A,B,A,B,A,D,A,B,A,D,A,A,A
182,10393122,C,C,A,B,C,C,A,D,A,A,D,B,A,A,B,A,C,D,B,B,A,C,A,C
183,10032388,C,D,B,C,B,A,A,A,B,D,D,D,D,D,B,A,C,A,C,A,C,C,A,A
184,10058976,C,B,A,D,B,D,B,B,A,A,A,C,C,A,D,C,B,A,D,A,A,A,B,A
185,10312079,B,A,A,D,B,A,A,D,C,A,A,A,A,D,A,A,A,A,B,A,B,C,B,D
186,20160268,B,C,B,C,B,D,B,B,C,D,B,C,B,A,C,A,C,B,A,D,B,A,C,B
187,10314268,C,D,C,C,B,A,A,A,D,A,D,B,D,A,A,A,D,B,A,C,D,C,D,A
188,10354152,A,A,A,A,B,C,A,B,C,A,C,A,B,A,D,A,B,B,A,D,C,B,A,C
189,20396872,C,A,D,A,A,D,C,B,A,A,C,A,B,D,A,B,C,D,A,A,A,D,A,C
191,10165229,A,C,D,A,A,B,A,C,A,A,A,B,B,A,A,B,B,A,A,B,A,A,B,C
192,10009601,A,A,A,B,B,C,A,A,B,A,A,D,C,A,A,A,B,A,A,B,C,A,D,D
193,20301485,A,A,A,A,B,B,A,A,D,A,A,B,C,A,C,A,D,B,A,D,C,C,A,B
194,10169859,A,C,B,C,C,B,C,B,A,C,A,B,B,A,A,B,A,D,B,B,C,B,A,A
195,10045838,A,D,A,D,B,D,A,A,A,A,B,C,B,B,B,B,B,B,C,B,B,B,B,C
196,20378465,B,B,B,B,A,A,B,B,B,A,B,B,B,B,B,B,D,C,B,B,B,B,B,B
197,20219778,B,C,D,B,A,B,B,D,C,A,A,B,A,B,A,C,D,B,A,B,B,A,C,A
198,20070071,C,A,B,C,C,C,A,B,A,A,B,B,B,A,B,A,C,C,A,C,C,C,C,B
199,10122982,C,A,C,C,C,A,A,B,B,A,D,B,D,D,B,A,D,A,A,C,D,C,B,C
200,20384271,A,A,D,A,C,B,A,B,B,A,C,B,B,C,B,A,D,A,,B,B,C,C,
201,10123111,A,A,B,B,A,A,D,B,A,A,C,B,A,A,A,D,D,A,A,D,D,C,D,A
203,10018040,B,A,A,A,A,A,C,A,A,A,A,A,B,A,A,A,A,A,B,B,B,A,B,C
204,10136074,A,D,A,C,C,C,A,A,B,A,D,B,D,C,D,A,D,A,A,A,C,C,B,D
205,10136423,D,A,D,C,B,D,A,B,B,C,A,B,C,C,C,B,D,C,B,B,B,B,C,B
206,20235879,A,A,A,A,A,B,A,B,A,A,A,A,B,A,A,B,B,A,A,A,D,B,A,B
207,10398312,C,D,A,C,D,A,A,D,B,A,C,D,D,B,B,A,D,A,D,A,D,C,A,D
208,10163491,A,B,A,C,B,D,A,D,A,A,A,A,B,D,B,A,D,A,D,B,B,C,B,B
209,10057020,A,D,A,D,A,D,A,D,C,B,C,A,A,C,B,B,B,A,B,B,A,A,A,A
210,10311412,D,D,A,C,B,D,C,A,D,D,B,A,D,A,B,B,B,A,B,C,C,A,B,B
211,20257919,A,C,A,C,B,C,A,D,D,C,A,B,B,C,D,C,C,A,A,A,C,C,D,D
212,10112142,C,B,A,C,D,B,C,C,B,B,C,A,A,C,C,A,C,D,C,C,C,C,C,C
214,10411426,C,D,B,D,B,D,D,D,D,A,A,B,C,D,C,C,A,C,C,A,C,A,A,B
215,10411448,C,D,A,C,C,B,A,A,B,A,C,B,C,A,A,A,A,C,A,C,C,B,A,B
216,10411452,B,A,C,D,D,D,C,A,C,B,C,A,B,A,B,C,A,C,D,B,A,A,A,C
217,10466670,C,C,A,C,D,A,A,C,A,A,A,B,A,A,C,A,D,B,B,C,D,D,C,A
218,10133197,A,A,D,A,B,D,B,A,C,A,D,B,D,C,A,D,D,A,A,B,D,A,D,C
219,10286770,B,D,B,B,C,A,A,D,D,B,C,A,A,C,C,C,A,D,A,A,D,C,C,C
220,20301624,C,A,B,C,C,A,B,A,B,C,B,B,B,A,A,D,B,D,C,C,C,C,A,D
221,10347773,A,D,B,D,C,D,C,D,B,A,B,B,A,A,D,C,D,C,C,C,C,B,A,C
222,10401353,C,D,C,C,B,A,A,D,B,C,A,B,D,D,A,A,D,B,A,D,D,A,D,A
224,10370597,A,B,C,C,A,B,A,A,B,A,B,C,D,A,A,B,A,A,C,A,A,A,A,A
225,20332934,A,A,D,B,C,B,C,D,B,D,A,C,C,D,D,B,A,A,A,B,D,B,C,D
226,10284289,A,D,D,C,D,D,A,A,B,C,C,C,C,C,B,A,C,B,B,C,D,C,D,D
227,10284299,A,D,D,D,B,D,B,D,D,D,B,B,A,B,B,A,D,A,B,C,A,D,D,D
228,10284390,A,C,C,C,B,A,A,D,B,D,C,B,D,D,A,A,D,A,C,D,D,C,B,C
229,10284428,B,B,D,B,A,A,A,A,C,B,A,B,B,B,D,A,B,B,C,C,B,B,C,A
230,20223802,B,C,D,D,B,A,A,C,C,B,B,B,C,D,C,C,A,D,A,B,D,B,A,A
231,10147260,C,A,A,D,B,A,B,D,B,A,A,B,C,B,D,A,D,D,A,D,B,B,A,B
232,20273190,C,A,A,C,B,A,A,D,A,A,A,B,D,D,B,A,C,A,A,C,A,C,B,D
233,10399935,C,C,D,C,B,A,C,C,B,A,A,B,D,B,B,B,B,A,B,A,B,D,C,A
234,20310021,C,D,A,C,B,A,A,D,A,A,A,B,D,D,B,A,D,A,A,D,D,A,A,C
236,10285703,C,A,A,C,B,A,A,B,B,A,A,B,D,D,B,A,C,A,D,D,D,C,B,C
237,10281240,C,D,C,B,C,A,C,D,C,D,A,D,A,D,A,B,D,B,B,C,A,C,D,D
238,10290699,A,A,A,C,D,A,A,B,C,D,A,B,A,B,A,A,A,B,C,B,A,A,A,A
239,10901198,C,A,A,C,A,A,A,D,B,A,C,B,A,C,B,C,A,A,A,A,C,B,D,C
240,10285741,C,C,C,C,A,C,C,D,B,A,D,D,D,C,B,B,D,B,D,D,B,C,B,C
241,10150837,A,C,A,A,B,A,B,C,B,A,A,D,D,B,D,B,D,B,A,B,B,A,D,A
242,10131235,C,D,B,B,A,A,A,D,A,A,D,B,D,A,A,A,D,A,A,A,B,B,A,A
243,10478453,A,A,D,B,B,D,A,D,A,C,B,B,B,A,A,A,A,A,B,D,A,D,A,A
244,10285893,A,A,C,C,A,A,C,A,A,A,B,B,D,A,B,B,A,A,B,A,C,A,D,B
245,10156681,A,B,C,C,C,A,A,C,C,D,C,A,D,B,B,A,C,D,A,A,D,A,D,B
246,10150731,B,D,A,C,C,A,A,B,C,A,D,B,A,A,B,B,D,B,B,D,A,C,B,C
247,10012248,B,C,C,B,A,D,D,A,D,B,C,B,D,D,D,D,C,B,B,A,A,C,A,D
248,10403631,A,A,A,A,A,A,A,D,B,C,C,D,A,A,B,A,D,C,A,D,D,C,B,C
249,10005667,B,A,D,A,A,B,C,C,A,B,B,D,A,D,D,B,D,C,A,B,C,C,C,B
250,10089653,,,,,,,,,,,,,,,,,,,,,,,,
251,20347104,A,D,D,A,C,A,A,B,A,A,A,D,D,B,A,A,A,C,A,A,A,A,B,B
252,10024660,C,D,A,C,B,C,A,D,D,A,A,B,C,B,A,C,D,C,B,D,A,B,A,B
253,10258853,B,D,A,C,C,A,A,B,A,B,D,B,A,D,D,B,A,D,A,A,D,C,A,D
254,10150818,A,A,A,D,C,B,A,B,D,B,A,A,A,D,D,A,A,C,A,D,C,D,A,D
255,20386815,A,A,A,A,A,A,B,A,A,A,C,B,B,A,A,A,B,B,B,A,D,B,D,A
256,10182517,B,A,D,C,B,A,C,A,A,A,A,A,C,A,C,B,A,D,C,B,C,C,B,B
257,19829834,A,A,A,C,B,A,A,D,B,A,A,A,B,A,A,C,A,D,B,B,C,C,B,A
258,10108863,D,A,C,A,B,C,C,D,A,B,A,C,A,C,D,A,C,A,A,A,B,D,C,A
259,20035631,B,B,B,A,B,A,C,C,C,B,B,C,B,A,B,A,C,A,C,C,B,B,D,C
260,10395429,C,D,A,C,B,C,D,C,D,D,B,B,A,B,A,A,B,A,C,B,A,A,C,A
261,10051196,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,B,A,A,A,A
