N°,NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18,G4-LEG19,G4-LEG20,G4-LEG21,G4-LEG22,G4-LEG23,G4-LEG24
31,20095766,B,C,A,A,A,C,C,C,C,D,C,D,B,C,D,C,B,C,D,A,A,C,D,B
32,10152511,B,C,A,B,A,C,C,C,B,A,B,D,B,D,B,A,A,A,D,A,B,C,B,A
33,10334370,B,C,A,B,A,C,D,C,B,D,B,C,B,C,D,A,C,D,D,D,A,A,B,C
34,10060618,B,C,A,B,C,C,C,A,A,C,D,B,B,C,B,A,A,A,C,A,B,C,D,B
35,10141316,B,C,A,B,A,C,C,C,B,C,B,D,B,C,B,C,B,A,D,A,B,C,D,A
36,19815521,B,C,A,B,A,C,C,A,B,A,B,D,B,C,B,C,A,A,D,A,B,C,D,A
37,20331975,B,C,D,B,C,C,C,A,B,B,B,C,A,A,A,A,A,A,D,A,B,C,D,A
38,10260224,B,C,A,C,A,C,C,C,B,A,B,D,B,C,B,B,D,A,D,A,B,C,B,A
39,10003607,B,A,A,D,A,B,C,B,A,B,C,A,A,B,B,B,B,B,C,B,A,D,B,C
40,10011718,B,C,A,D,A,C,C,C,B,A,B,A,A,C,B,A,A,A,D,A,C,C,B,B
41,10152488,B,C,A,B,A,C,C,C,B,A,B,D,B,A,B,A,B,A,D,A,B,C,D,A
42,10223603,B,C,A,B,A,C,C,C,A,A,B,C,B,B,A,C,B,A,D,B,A,A,B,D
43,20409624,C,C,A,B,A,C,C,D,B,A,B,A,B,C,A,A,B,A,D,A,A,A,B,A
44,10334389,B,C,D,B,A,C,C,C,B,A,B,A,B,C,B,A,A,A,D,A,B,D,B,A
45,10396791,B,B,A,B,A,A,D,A,C,C,C,A,A,A,C,B,B,C,B,B,D,C,B,A
46,10152282,B,C,A,B,A,C,C,A,C,B,D,C,B,C,B,C,B,A,D,A,B,C,A,A
47,10152153,B,C,A,B,A,C,C,C,B,A,D,D,D,B,B,B,B,A,C,A,B,C,B,A
48,20247005,B,A,D,D,D,A,C,B,D,C,D,C,D,D,A,B,C,A,D,C,B,A,A,B
49,10399192,A,D,C,C,B,D,A,D,D,D,C,C,B,A,D,A,A,D,C,D,B,A,D,B
50,19967336,B,D,D,A,B,B,C,C,A,C,B,D,C,D,C,A,A,C,C,C,B,C,D,D
51,10425389,B,A,A,B,A,B,B,A,C,A,B,B,B,B,A,B,B,A,C,B,A,A,B,C
52,20159778,B,C,A,D,A,D,C,A,B,D,A,D,B,D,D,A,A,D,A,A,C,C,B,A
53,10002236,A,A,D,D,B,D,B,C,D,D,A,B,B,C,A,D,B,D,C,A,B,A,A,D
54,10110951,B,C,A,B,A,C,C,C,B,A,B,D,B,C,B,C,A,A,C,A,B,C,D,A
55,10111064,B,C,A,B,A,C,C,C,B,A,B,C,B,C,B,C,A,A,D,A,B,C,D,A
56,10118049,B,C,A,B,A,C,A,C,B,A,B,A,B,C,B,C,B,A,D,A,B,C,D,A
57,20321552,B,D,A,A,C,A,B,C,A,A,B,C,A,D,B,C,B,C,A,B,A,B,A,B
58,10382884,C,C,C,B,C,D,B,C,C,C,D,D,B,C,D,C,C,C,C,B,D,C,C,D
59,20391438,B,B,B,B,C,B,C,B,B,C,B,C,B,B,B,C,B,B,C,B,B,B,A,C
60,10123143,D,C,B,B,A,C,D,A,A,D,B,C,B,A,A,B,D,A,D,A,A,C,C,C
61,10019660,A,C,A,B,A,C,A,B,C,C,B,C,B,A,C,D,B,A,C,C,B,A,B,B
62,19893849,C,D,A,B,A,C,C,C,B,A,A,D,A,D,B,C,A,C,A,B,D,C,A,C
63,10140396,B,A,A,C,A,D,,,A,,A,,,,,,,,,,,,,
64,10140207,A,C,A,C,B,B,C,C,C,A,D,A,C,B,B,D,A,A,D,B,C,C,D,A
65,10079543,A,A,A,A,A,A,B,C,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A
66,20305862,A,A,A,A,A,B,A,A,A,A,A,A,A,A,D,D,B,A,A,D,A,D,D,A
67,20358075,A,C,A,B,C,B,A,B,C,A,C,B,C,B,D,D,C,C,C,C,D,A,C,A
68,10364434,A,C,A,D,A,C,A,A,B,A,D,C,C,A,B,A,A,B,A,A,A,C,B,B
69,10104856,B,B,A,B,A,C,A,D,D,B,D,B,D,B,B,A,D,C,C,B,C,A,A,D
70,20358977,A,C,A,A,A,C,A,C,B,A,A,B,B,C,B,C,B,A,D,A,B,C,D,A
71,10104774,A,C,A,B,A,C,C,D,C,A,B,D,B,D,D,D,A,A,C,C,A,D,B,B
72,10161174,B,B,C,C,C,B,C,B,B,C,C,C,B,B,D,C,C,B,C,A,C,A,C,B
73,20289232,A,C,A,A,A,C,A,A,B,A,A,A,A,D,B,A,D,A,A,A,A,C,C,B
74,10150188,A,C,A,B,B,D,D,B,D,C,A,A,C,A,A,A,A,A,C,A,A,A,A,A
75,10120084,A,A,C,B,A,C,C,C,B,A,B,D,A,A,B,C,A,C,B,D,B,B,D,B
76,10124917,D,C,D,C,B,C,C,B,C,B,B,C,C,C,C,B,A,A,C,B,D,B,C,B
78,10101842,C,A,B,A,C,B,D,B,A,B,D,C,B,B,A,B,B,C,A,C,B,B,D,A
79,10107939,B,C,A,B,A,C,C,C,C,D,A,C,,,,,,,,,,,,
80,19925794,A,D,A,C,B,D,A,A,A,B,A,A,C,A,A,A,B,C,C,B,B,A,C,A
81,20305867,C,C,B,A,A,D,B,B,A,A,D,D,B,D,D,B,C,D,D,D,A,A,C,A
82,10122518,B,D,D,C,A,B,B,A,A,D,A,C,A,D,B,B,A,D,B,A,D,C,C,C
83,20027744,C,C,D,B,A,C,C,C,B,A,B,D,B,B,B,C,A,A,D,A,C,C,C,A
85,20156447,B,C,D,B,A,A,C,C,B,A,B,D,B,A,B,A,A,A,D,A,A,C,B,A
86,10134399,B,B,A,A,A,A,A,C,B,D,B,C,A,C,A,B,C,A,D,B,B,C,C,A
87,20058936,B,C,D,B,A,C,A,A,B,A,D,C,B,C,B,A,A,A,C,A,A,D,B,A
88,20346140,A,A,A,B,A,D,B,A,A,A,B,A,C,B,D,A,C,C,C,A,B,C,B,D
89,10333650,B,C,A,B,A,C,C,D,D,D,C,D,B,C,C,B,B,A,A,A,B,C,C,A
90,10068617,A,B,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A
91,20345969,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
92,20303886,A,C,A,A,A,C,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
93,20303874,B,B,B,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
94,19883304,B,A,A,A,A,A,C,D,A,D,C,A,A,A,B,B,C,C,A,C,B,A,A,A
95,20303894,B,B,A,B,A,A,B,A,A,B,C,A,D,C,D,A,A,A,A,A,A,B,A,B
96,19894411,C,B,C,A,B,A,A,B,A,A,C,C,D,D,B,B,C,A,A,C,B,A,B,B
97,10127288,B,B,C,B,C,C,B,C,C,B,B,B,C,A,D,C,C,D,B,C,B,B,B,B
98,10127693,B,C,B,D,C,A,C,B,B,B,B,A,C,A,C,B,C,D,A,C,B,D,B,A
100,20348802,,B,C,,A,B,,,,,,,,,,,,,,,,,,
101,20348836,D,D,B,C,C,C,A,C,B,B,A,B,D,C,D,A,C,A,D,C,D,D,C,B
102,10158076,C,A,C,A,C,A,D,C,C,A,C,B,B,C,C,C,B,D,A,A,D,D,C,C
103,19859954,B,A,B,B,A,B,B,B,B,B,B,B,A,B,B,C,B,C,B,A,B,B,A,B
104,20205316,A,B,C,B,C,B,D,B,C,C,C,A,D,C,C,C,B,D,C,B,C,B,D,B
105,10159615,B,C,A,C,D,C,B,A,B,C,C,A,B,C,D,B,A,B,D,B,A,C,B,C
106,20382483,B,A,A,A,A,A,B,A,C,A,A,A,C,C,A,D,B,D,B,A,A,C,A,A
107,10168432,A,C,C,B,C,D,D,C,A,D,B,D,D,D,C,C,D,B,D,A,B,D,B,B
108,20345874,A,C,A,B,A,D,A,A,B,A,A,C,A,C,B,C,D,A,D,B,B,B,D,B
109,10221119,B,B,B,B,A,B,C,C,B,B,C,A,C,B,B,B,B,C,B,B,B,A,B,B
110,20157947,A,C,B,D,A,C,C,C,B,B,B,D,B,C,D,C,A,A,B,B,A,A,D,A
111,10299649,B,A,A,A,A,D,A,B,A,B,A,A,A,A,B,C,A,B,A,B,A,A,A,A
112,10327113,A,A,B,C,A,A,B,B,B,C,A,B,A,A,A,B,B,C,A,D,A,A,B,B
113,20185410,A,C,B,B,A,C,B,C,,A,B,C,C,C,D,C,B,A,B,B,B,D,B,A
114,10175096,A,B,D,C,B,D,B,C,B,A,D,C,A,A,B,C,A,A,D,C,B,A,C,C
115,20240034,A,C,D,C,B,A,B,D,B,C,C,D,B,C,C,B,A,D,B,B,B,B,B,C
116,10368342,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
117,10193459,B,B,C,A,A,A,C,C,B,D,D,A,B,C,B,C,B,D,D,A,B,C,A,A
118,20172763,B,A,C,A,A,A,B,C,B,A,C,B,B,C,B,A,C,C,A,B,B,A,B,C
119,20299260,D,B,C,C,B,A,C,A,D,B,C,A,C,C,B,B,D,A,B,A,C,C,D,A
120,20167743,B,C,B,A,B,D,B,B,B,B,D,B,D,C,C,C,D,B,D,A,D,D,A,C
121,20303819,B,A,B,C,C,B,D,A,C,C,D,D,D,C,D,B,A,D,D,A,D,A,D,B
122,20023990,C,B,D,A,D,C,C,C,D,B,D,C,C,C,D,C,D,C,C,C,B,C,C,D
123,20304449,D,B,B,C,A,A,D,B,B,B,B,B,C,A,C,C,A,B,C,A,C,C,A,C
124,10821311,C,C,B,A,B,C,A,C,B,B,C,D,B,C,B,C,A,B,D,B,B,C,D,C
125,10193133,B,C,A,D,A,C,C,C,C,B,D,A,B,C,A,B,A,A,D,B,D,A,A,A
126,20345918,A,C,A,B,A,C,A,A,A,B,A,B,B,A,C,D,C,D,B,A,D,C,C,D
127,10060544,D,B,A,B,A,C,B,B,B,D,A,A,C,B,B,C,C,C,B,D,A,B,B,A
128,10122037,C,C,C,A,B,A,C,A,A,C,A,A,B,A,B,B,A,A,A,A,A,D,C,D
129,10240484,B,C,A,B,B,D,B,B,B,B,B,A,C,B,B,C,B,B,C,B,C,C,C,C
130,10024663,A,C,D,A,B,D,C,D,A,A,C,A,A,A,B,A,D,D,D,B,A,D,B,B
131,10182283,C,D,D,A,C,A,B,D,D,A,D,D,A,A,C,B,C,D,D,A,D,C,A,A
132,10195170,B,B,C,B,C,C,B,B,B,B,B,B,C,A,B,C,D,C,C,B,B,C,C,C
133,20168734,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,B,B
134,20382251,A,B,A,D,D,B,A,C,D,C,A,B,A,C,B,A,A,D,C,C,C,D,D,B
135,10304487,A,C,A,D,A,B,C,C,B,D,D,B,A,C,B,B,A,B,A,B,C,C,D,A
136,20167747,B,C,D,B,A,C,C,C,B,A,B,D,B,C,B,C,C,A,D,A,A,C,D,A
137,10129771,B,B,C,B,A,B,C,C,B,A,B,D,B,C,B,C,A,A,D,A,B,C,D,A
138,19871432,D,C,D,B,B,D,C,B,A,A,A,D,A,B,B,D,C,B,C,D,D,A,B,B
139,20130324,B,B,A,A,B,B,A,A,A,B,A,A,B,A,B,A,A,A,A,C,A,A,B,A
140,20115405,B,C,A,A,A,A,A,C,A,B,D,A,A,A,A,C,A,A,B,B,A,B,A,A
142,20032722,C,C,A,A,A,C,C,C,B,A,B,D,B,A,B,A,A,A,D,A,B,C,D,A
143,20170863,B,A,D,A,B,C,A,C,A,D,D,B,C,B,B,A,C,D,B,C,A,B,B,D
144,20172121,C,A,C,B,B,B,C,C,B,D,A,C,D,D,A,B,A,A,D,B,D,A,C,B
145,10176299,B,B,B,B,C,D,B,B,D,D,A,C,D,D,C,C,C,B,C,C,D,D,D,C
146,10057691,B,A,B,B,A,C,A,A,D,B,C,B,A,A,B,A,D,A,B,A,A,B,A,A
147,10188907,B,B,A,A,C,C,A,D,B,D,C,A,A,B,D,B,C,C,A,B,B,B,A,D
148,20356689,B,C,B,C,C,C,C,C,B,A,B,D,B,C,D,A,C,D,D,B,B,C,D,B
149,20356705,A,C,C,B,A,C,A,A,B,B,A,B,C,D,B,A,A,D,B,A,C,C,C,D
150,10187213,B,A,A,B,C,C,B,A,A,C,A,C,A,D,D,B,C,A,A,A,A,D,C,B
151,20356742,B,A,C,A,C,A,D,D,D,C,A,C,C,A,D,B,B,A,B,B,B,B,A,C
152,10038656,B,C,A,C,A,D,B,A,C,A,D,A,B,C,A,A,B,D,B,B,B,A,D,D
153,10388499,A,C,A,B,A,A,A,A,A,B,A,B,A,D,A,A,C,A,B,D,A,B,A,B
154,20315267,A,C,D,B,B,C,B,A,D,B,D,A,A,D,A,B,A,A,B,B,C,D,D,A
155,10047670,B,C,A,B,A,C,A,C,B,B,B,A,A,A,A,A,C,A,D,A,C,C,B,D
156,20375211,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,B,A,B,B,A,A
157,20375318,A,C,B,B,B,C,C,A,D,D,A,C,C,C,C,A,C,D,D,C,D,D,C,C
158,10111220,B,B,B,A,B,B,B,B,B,B,C,C,C,C,B,D,B,A,A,B,A,B,C,A
159,10056374,D,C,A,A,B,C,B,B,A,C,A,C,D,D,C,C,A,D,B,C,A,C,A,D
160,20129595,D,D,A,C,B,C,A,A,D,D,A,C,D,D,D,C,C,D,D,D,D,D,C,D
161,20321700,B,A,A,A,A,D,B,A,C,B,A,A,A,A,D,C,D,C,D,A,C,A,B,B
162,10284225,B,C,A,B,A,C,C,D,A,A,C,D,B,C,D,C,B,A,D,D,B,C,C,A
163,10284148,C,A,C,A,D,A,D,B,C,D,D,A,D,C,D,D,D,A,C,A,A,D,A,C
164,20212466,A,B,A,D,D,C,C,D,B,B,C,C,B,C,D,C,B,D,C,B,B,D,C,D
165,20337554,A,B,A,B,C,A,A,A,A,A,A,C,B,B,A,A,A,A,C,A,C,B,A,B
166,20409975,B,C,D,B,A,A,A,C,B,B,B,D,B,B,B,B,D,D,,B,A,,,
167,20392635,D,C,C,B,A,C,A,C,B,C,B,D,B,C,B,C,A,A,D,A,A,C,C,B
168,10117701,A,B,B,A,D,C,B,C,D,A,C,C,B,A,A,C,B,C,D,A,C,D,C,A
169,10084176,B,D,C,C,B,B,A,D,D,B,A,D,D,C,C,A,B,C,B,C,D,A,C,D
170,20206347,A,D,B,A,A,A,C,A,A,A,B,B,D,A,B,C,A,B,D,A,A,A,A,A
171,10100444,A,A,D,C,B,C,C,B,C,D,D,C,A,A,D,B,D,D,C,C,D,C,C,C
172,10149997,C,C,A,C,B,C,A,A,D,A,A,D,B,A,C,C,D,,,,,,,
173,10149330,B,C,C,B,A,C,A,D,A,B,C,C,A,A,A,A,A,D,B,B,A,B,D,A
174,10089064,B,D,B,D,D,A,A,D,A,C,A,C,A,D,B,A,A,C,C,B,A,B,B,A
175,20269069,C,A,B,B,B,C,C,A,C,B,B,A,C,C,B,B,B,B,B,B,B,B,B,B
176,10162915,D,C,C,A,C,C,D,B,D,B,C,A,C,B,D,D,B,C,C,A,B,C,B,C
177,10133986,A,C,B,B,A,C,B,A,A,A,B,C,A,B,C,A,B,A,A,C,A,A,A,B
178,10140906,B,C,A,A,A,D,C,C,B,A,B,D,B,D,B,C,B,A,A,B,B,A,B,B
179,10134273,C,D,C,C,B,D,D,C,B,D,D,B,D,B,C,C,D,A,C,B,C,D,B,C
180,10058519,C,D,A,A,C,D,A,A,C,B,D,A,A,B,B,A,A,A,A,A,C,D,A,B
181,10046004,B,B,B,C,A,B,C,D,B,D,A,C,B,C,B,D,A,D,B,D,D,A,B,A
182,19872394,D,D,C,C,D,D,D,C,C,D,C,C,C,B,C,C,D,D,C,C,D,B,B,B
183,19872393,A,A,B,B,C,A,C,A,C,B,A,A,A,C,A,B,C,B,A,A,D,B,A,C
184,19875766,C,C,A,A,B,B,A,A,B,C,B,B,A,A,D,A,B,A,A,D,A,A,B,A
185,10022466,B,C,B,B,C,C,C,C,C,C,D,D,B,C,A,B,A,A,D,A,B,C,D,A
186,10179717,A,A,A,A,B,B,A,A,A,A,A,A,C,D,A,A,A,A,A,A,A,A,A,A
187,20391355,B,C,A,C,A,C,C,C,A,B,A,D,B,D,D,D,C,A,D,A,B,C,B,A
188,20070100,B,C,D,A,C,B,C,C,C,C,D,C,D,C,D,C,B,B,D,B,D,D,D,B
189,19855805,B,B,A,C,A,B,A,D,A,B,B,A,B,B,B,D,A,C,A,B,B,D,A,A
190,10148998,B,C,A,C,A,D,A,A,A,D,B,C,B,C,B,A,B,A,D,D,A,C,C,B
191,10150273,B,C,D,B,A,C,C,C,C,C,B,D,B,C,B,A,D,A,D,A,B,C,B,A
192,20377723,C,B,C,C,A,A,C,C,A,C,C,D,C,C,C,D,A,C,C,C,C,C,C,C
193,10083607,A,B,A,B,B,B,C,A,A,A,A,B,B,C,B,A,A,C,B,B,B,C,D,A
194,19832642,A,A,D,A,B,C,D,B,D,C,B,B,C,C,C,B,A,B,B,A,B,B,B,B
195,20391294,C,C,A,B,D,C,B,D,B,D,C,C,B,D,A,A,B,D,C,A,C,A,C,A
196,10422879,B,B,A,A,B,C,A,A,B,C,B,B,A,B,D,A,A,C,A,D,C,B,B,C
197,20115401,B,C,A,B,A,C,B,A,C,B,C,D,B,A,D,A,D,A,D,C,B,C,D,A
198,20269669,D,A,D,D,B,C,C,D,B,A,C,B,A,C,C,B,A,C,B,A,B,C,C,C
199,10178010,C,C,D,A,B,D,C,B,B,B,B,C,B,C,C,A,D,C,C,B,C,D,D,C
200,10361581,B,C,A,C,A,C,A,C,C,C,B,D,A,C,A,D,A,D,,,,,,
201,10188219,B,C,A,B,C,C,C,C,B,C,C,D,B,A,D,C,D,A,D,D,C,C,B,A
202,20297549,B,C,A,B,A,C,A,C,B,A,D,D,B,D,C,A,A,A,D,B,C,C,D,B
203,20229988,B,C,D,B,A,C,C,C,B,C,B,D,B,C,B,C,A,A,D,A,B,C,D,A
204,10053529,B,A,A,A,C,B,B,B,B,A,B,A,D,C,A,A,C,B,A,A,B,A,C,A
205,10144202,C,D,C,B,B,C,B,D,B,A,B,D,D,C,C,C,C,D,C,B,C,C,B,A
206,10411309,C,A,D,B,B,A,C,D,B,A,C,B,B,C,D,C,A,D,C,A,D,C,A,C
207,20368717,B,C,A,A,C,C,B,D,B,C,A,C,D,B,C,B,A,B,A,A,D,A,C,C
208,20070114,A,B,C,B,C,D,B,B,A,B,C,A,A,A,C,D,B,A,B,D,C,A,C,D
209,20384306,A,D,C,D,C,B,C,A,A,B,D,D,C,A,C,D,A,D,C,B,D,C,B,D
210,20168216,B,C,A,B,B,D,A,B,B,A,B,B,B,C,B,D,A,B,D,B,A,C,D,A
211,20168242,B,C,A,B,A,C,A,C,B,A,A,A,B,C,B,C,A,A,D,C,B,C,D,A
212,20388782,B,A,A,B,C,D,B,A,D,C,D,A,B,C,B,B,B,A,A,A,A,B,B,C
213,20372739,C,C,D,B,A,C,B,C,B,A,D,D,B,C,D,B,A,A,D,C,A,D,D,D
214,10168714,A,B,B,B,C,B,C,B,B,C,C,C,B,C,C,B,C,B,C,B,C,B,B,B
215,10050516,A,B,B,B,A,C,D,C,A,C,D,D,B,B,D,C,A,D,A,D,C,B,A,D
216,20320012,B,C,B,C,D,C,A,B,C,A,B,B,C,B,B,A,C,A,A,C,A,B,D,B
217,10309926,A,A,D,A,A,A,A,D,D,A,A,A,C,D,A,B,D,A,A,C,,A,,C
218,20372736,C,B,A,D,A,C,A,D,B,D,C,B,B,C,D,D,C,A,A,B,D,C,A,C
219,20222004,B,C,D,C,A,B,C,C,C,D,B,C,B,C,A,B,A,C,B,A,A,C,A,B
220,10187556,A,C,C,C,C,B,C,B,A,B,B,C,A,B,B,D,B,C,A,A,B,A,B,C
221,10024017,C,B,C,D,A,B,C,A,A,B,B,C,B,C,B,D,B,B,D,A,A,B,C,D
222,20372769,D,B,A,A,A,C,A,C,A,B,A,B,D,A,D,C,C,A,A,B,D,C,C,A
223,20265779,B,C,A,B,A,C,C,B,B,A,A,B,C,A,B,A,A,C,A,B,A,B,B,B
224,20375007,C,C,B,B,A,C,B,D,C,C,C,C,B,A,C,D,B,C,C,B,C,D,C,C
225,20201233,B,C,C,B,D,B,B,D,B,B,D,D,A,B,C,B,C,B,B,B,B,B,B,C
226,10141650,B,C,A,B,C,C,C,C,C,A,C,A,A,B,A,B,A,A,A,C,A,C,A,D
227,10145704,C,C,B,C,A,D,C,C,A,C,C,D,A,A,C,D,D,A,C,A,C,A,B,D
228,10148496,C,B,B,A,C,B,C,B,B,B,B,C,C,D,C,C,B,D,C,C,D,C,C,D
230,10146372,C,B,C,C,C,C,B,B,C,C,C,A,C,C,C,B,C,C,C,B,B,D,C,C
231,20265918,C,D,C,B,C,C,C,B,A,A,B,A,C,B,C,A,B,A,B,D,D,B,C,D
232,10165820,C,C,A,B,A,C,C,C,B,A,D,A,B,C,D,A,A,D,D,B,C,D,A,A
233,10143315,A,B,B,C,D,D,C,B,C,D,C,C,B,A,B,B,C,B,D,A,D,D,C,C
234,10426197,C,B,D,D,A,B,D,C,C,A,A,C,D,C,A,A,C,B,A,B,A,C,B,D
235,10426226,C,A,A,B,C,A,B,B,B,B,C,A,B,D,A,B,A,B,B,B,A,C,D,A
236,10249148,A,C,A,A,A,B,A,D,D,B,C,C,A,A,A,A,B,B,C,B,B,B,B,C
237,20308838,C,A,A,A,B,B,C,A,C,C,A,D,A,A,A,C,B,D,B,A,C,A,D,A
238,10046929,A,C,B,B,A,C,B,C,C,B,D,B,B,D,C,C,A,A,C,C,C,A,C,A
239,20124569,D,B,A,C,D,A,A,B,C,D,C,A,C,D,C,A,B,A,D,B,C,D,D,A
240,10291716,B,B,A,C,B,B,A,B,A,A,A,A,D,C,B,A,C,A,B,B,A,A,C,A
241,20386202,C,C,D,B,B,C,D,B,A,B,D,C,C,A,D,B,A,,,,,,,
242,10150496,B,B,A,B,B,B,C,A,B,C,B,B,A,B,D,B,B,B,B,B,D,B,C,B
243,20339660,A,B,D,A,A,A,D,A,,,,,,,,,,,,,,,,
244,10147436,B,C,A,B,A,C,A,C,A,C,A,A,A,B,B,C,A,A,D,A,A,A,A,B
246,10284353,B,C,A,C,D,C,A,D,B,B,A,A,A,D,A,A,D,A,,A,B,A,D,
247,19866417,A,B,B,C,D,A,B,A,C,D,A,B,C,C,B,B,A,D,A,B,A,B,B,A
248,20273208,C,C,B,B,C,C,D,D,D,A,C,C,A,C,D,C,B,A,C,C,D,C,D,C
249,10036641,B,A,A,D,C,C,B,B,B,A,D,D,C,A,A,C,C,C,C,B,B,B,C,B
250,10045702,A,A,B,A,B,B,B,D,A,B,C,B,D,A,A,A,C,A,A,A,A,C,C,B
251,19843535,A,C,A,C,A,C,A,A,D,B,C,C,B,C,D,B,A,A,B,C,D,A,A,B
252,10283341,B,C,A,D,A,C,C,C,A,A,C,D,A,A,B,C,B,C,D,A,B,C,D,A
253,20277419,D,C,B,A,D,C,A,B,B,B,C,C,C,A,B,C,A,B,A,D,B,D,B,D
254,10285997,B,C,D,B,A,C,C,C,B,A,D,D,B,C,D,A,A,A,D,A,A,B,B,A
255,10122560,B,D,C,B,C,A,C,C,C,B,D,B,D,C,C,C,C,C,D,C,C,C,B,B
256,10147965,B,C,A,D,A,C,A,C,B,A,D,A,B,C,A,A,C,A,D,D,A,A,B,B
257,10147837,B,C,A,B,D,C,B,A,B,A,C,C,B,C,B,A,B,A,C,A,B,A,A,D
258,20260355,B,C,B,A,D,C,C,D,A,A,A,A,B,B,B,C,C,C,B,B,A,A,B,A
259,19828884,A,C,B,B,A,C,,C,,,,,,,,,,,,,,,,
260,10169638,A,B,D,B,D,C,B,A,C,B,B,B,A,B,D,A,A,C,C,B,C,C,D,D
